,Time,HundredGigE0/0/0/8packets-received,HundredGigE0/0/0/13bytes-received,HundredGigE0/0/0/13bytes-sent,HundredGigE0/0/0/0packets-sent,HundredGigE0/0/0/31packets-received,HundredGigE0/0/0/6bytes-sent,HundredGigE0/0/0/14bytes-received,HundredGigE0/0/0/10packets-received,HundredGigE0/0/0/0output-drops,HundredGigE0/0/0/0bytes-sent,HundredGigE0/0/0/15packets-received,HundredGigE0/0/0/16bytes-sent,HundredGigE0/0/0/0packets-received,HundredGigE0/0/0/9packets-received,HundredGigE0/0/0/31bytes-received,HundredGigE0/0/0/14packets-received,HundredGigE0/0/0/28packets-received,HundredGigE0/0/0/31packets-sent,HundredGigE0/0/0/9packets-sent,HundredGigE0/0/0/28bytes-sent,HundredGigE0/0/0/10packets-sent,HundredGigE0/0/0/4packets-received,HundredGigE0/0/0/11packets-received,HundredGigE0/0/0/8bytes-sent,HundredGigE0/0/0/18bytes-received,HundredGigE0/0/0/17packets-received,HundredGigE0/0/0/18packets-sent,HundredGigE0/0/0/7packets-sent,HundredGigE0/0/0/17bytes-sent,HundredGigE0/0/0/1packets-received,HundredGigE0/0/0/8packets-sent,HundredGigE0/0/0/7bytes-received,HundredGigE0/0/0/9bytes-received,HundredGigE0/0/0/6bytes-received,protocol-route-memory,HundredGigE0/0/0/10bytes-sent,HundredGigE0/0/0/28bytes-received,HundredGigE0/0/0/14packets-sent,HundredGigE0/0/0/5packets-received,HundredGigE0/0/0/6packets-received,HundredGigE0/0/0/16packets-received,HundredGigE0/0/0/1output-drops,HundredGigE0/0/0/31output-drops,HundredGigE0/0/0/13packets-sent,HundredGigE0/0/0/11bytes-sent,HundredGigE0/0/0/30bytes-received,HundredGigE0/0/0/6packets-sent,HundredGigE0/0/0/8bytes-received,HundredGigE0/0/0/17bytes-received,HundredGigE0/0/0/5bytes-received,HundredGigE0/0/0/15packets-sent,HundredGigE0/0/0/18packets-received,HundredGigE0/0/0/19bytes-sent,HundredGigE0/0/0/16packets-sent,HundredGigE0/0/0/1bytes-received,HundredGigE0/0/0/15bytes-sent,HundredGigE0/0/0/7packets-received,HundredGigE0/0/0/5bytes-sent,HundredGigE0/0/0/31bytes-sent,HundredGigE0/0/0/30packets-sent,HundredGigE0/0/0/1bytes-sent,HundredGigE0/0/0/18output-packet-rate,HundredGigE0/0/0/19output-packet-rate,HundredGigE0/0/0/19packets-sent,performance-statistics__vrf__inbound-update-messages,HundredGigE0/0/0/11bytes-received,HundredGigE0/0/0/4bytes-received,HundredGigE0/0/0/15bytes-received,HundredGigE0/0/0/5packets-sent,HundredGigE0/0/0/17packets-sent,HundredGigE0/0/0/1packets-sent,HundredGigE0/0/0/30packets-received,HundredGigE0/0/0/30output-drops,HundredGigE0/0/0/16bytes-received,HundredGigE0/0/0/10bytes-received,HundredGigE0/0/0/28packets-sent,HundredGigE0/0/0/11packets-sent,HundredGigE0/0/0/13packets-received,HundredGigE0/0/0/19packets-received,HundredGigE0/0/0/4bytes-sent,HundredGigE0/0/0/9bytes-sent,HundredGigE0/0/0/7bytes-sent,HundredGigE0/0/0/30bytes-sent,HundredGigE0/0/0/4packets-sent,HundredGigE0/0/0/19bytes-received,HundredGigE0/0/0/14bytes-sent,HundredGigE0/0/0/18bytes-sent
308,1519091228,-0.9843769857506898,-0.9976579161128618,-1.0014760314059934,-0.9986716608975945,-0.9958898537096146,-0.9948962200059844,-0.9927617955292973,-0.9872543329891557,-1.159447769155064,-0.9987295974759806,-0.997636251512541,-1.0016726321476512,-1.0005009172749544,-0.9920095413057,-0.9972808590702203,-0.9923963736472001,-1.025535888941702,-0.9929518200254134,-0.9907328042830744,-0.9829221202369816,-0.9886823317176464,-1.0014483417052682,-0.9898990181056182,-0.9936777778297712,-0.9978886871272165,-1.004275350271277,-1.0082193479729797,-0.9911067686183028,-1.0065363033351682,-0.995883853155224,-0.9923198102845461,-1.0001812946077442,-0.9914764162229983,-0.9971545250513495,0.06233341456117085,-0.9879513200921421,-1.019322062487892,-0.9989978188539801,-0.9985056014489804,-0.99679188553715,-1.0032182647672532,-1.1097387193871875,-1.0129387139877164,-1.0004524730563655,-0.9813125915187849,-0.9952069614884758,-0.9947715065316124,-0.9811355868892463,-1.0033262308528281,-0.9985871185537885,-0.9958239554670335,-0.9990277090587273,-1.0058920615299738,-1.0025438534447555,-0.9950873704974423,-0.9967989154671293,-0.9992448114339845,-0.9935719518111941,-0.9934421208639156,-0.9986556022270486,-0.9937330919811918,-0.05111265433545344,-0.03409802759352429,-1.0058686461999644,-1.1406314124958004,-0.9870783568487025,-1.0017782529745975,-0.9991479888994886,-0.9937707520668378,-1.0064237197659358,-0.9943822966735775,-0.9947743685453972,-0.9586001725258162,-1.0019896008467841,-0.9863048028545768,-0.9752581646378635,-0.9817403780586755,-0.9973122724556044,-1.0030640650017228,-1.003866320153448,-0.9904886393226549,-0.9925587242483678,-0.9988981246161461,-1.0024621651313097,-1.0010468096165555,-0.9995675269601918,-1.0077880578126297
309,1519091234,-0.9819320884814894,-0.9953036802572512,-0.9992258286142783,-0.9963054371181659,-0.9935270622794351,-0.9924415082319523,-0.990333175217077,-0.9848540889518167,-1.159447769155064,-0.9963608991921769,-0.9951676739587227,-0.99933112245969,-0.9981073241624224,-0.9895268002237387,-0.9949434380127244,-0.9899805500960036,-1.0234243013783206,-0.99055055687293,-0.9883525904530096,-0.9812262066600288,-0.9862845862854724,-0.9990856905149179,-0.9875049821442872,-0.9912620749878434,-0.9955708161442828,-1.0019086159687967,-1.005856265223779,-0.9887558611316012,-1.004126619117923,-0.993457245549783,-0.9898920967504009,-0.997855598296005,-0.9890387174236004,-0.9947984796540855,0.06233341456117085,-0.9855776341274469,-1.0176357290141764,-0.9965624161996134,-0.9960165720952548,-0.9944213246849768,-1.000718678241498,-1.1089972845555849,-1.0129387139877164,-0.998173748110934,-0.9789597238036006,-0.9928153043426475,-0.9923214769219035,-0.9786998207881488,-1.0009452768111724,-0.9960993709294937,-0.9935418742199522,-0.9967058886287269,-1.0035018058502523,-1.0001830316143094,-0.992653816960718,-0.994544176890651,-0.9969033927240469,-0.9910424004788286,-0.9910550135165311,-0.9961988317180661,-0.9913363744879757,-0.04124158189771631,-0.0075571774044045515,-1.0034743223711546,-1.1406314124958004,-0.9846826338975854,-0.9994106649062631,-0.9966778961333909,-0.9912559814434824,-1.0040133477863682,-0.9919809502294873,-0.9923449367121677,-0.9568315095902933,-0.9994523739259178,-0.9839220762512715,-0.973137935591087,-0.9793610110668929,-0.9949266392914486,-1.0007038568431896,-1.001530475822915,-0.9881548506007911,-0.9902396749170168,-0.9964366265644695,-1.0000900957890213,-0.9986575134749599,-0.9971371472996005,-1.005412720264601
310,1519091239,-0.9794619895333032,-0.9929017214630269,-0.9969233287402125,-0.9939160918126675,-0.9911530925904627,-0.989930214843745,-0.98785962899348,-0.982442545981423,-1.159447769155064,-0.993966850829719,-0.9926986556211636,-0.9970470946957111,-0.9957101328051279,-0.9870833608890232,-0.9925938387847129,-0.9875208489038241,-1.0202569200332485,-0.9881485531700074,-0.9859645173689764,-0.979530293083076,-0.9838706975862731,-0.996675094775393,-0.9851296817608916,-0.9887702500555609,-0.993307643405998,-0.9995422189456524,-1.0034595345016721,-0.9864033269962155,-1.0017549527710863,-0.9910510055263211,-0.9873920158667296,-0.9955421957277512,-0.986598326009524,-0.9923993750030239,0.06233341456117085,-0.9831707864643849,-1.0139460820904826,-0.994111428192037,-0.9935303412715404,-0.9920075549416697,-0.9984134206521469,-1.1082873269786953,-1.0129387139877164,-0.9958574922269628,-0.9765627430573139,-0.9904233574623521,-0.9898264311920288,-0.9762661659637041,-0.9985609986406873,-0.9936075276892317,-0.991256305204011,-0.9944114189834028,-1.0011964421631345,-0.9978717408306935,-0.990230679361537,-0.9922861343919424,-0.9945501750154891,-0.9886074188392105,-0.9886701021158106,-0.993745721292771,-0.9889414067434166,-0.014691226858608856,-0.03418784434543332,-1.001169360759113,-1.1406314124958004,-0.9823125862433091,-0.9970042041301131,-0.9942135330907228,-0.9888169853024753,-1.0016500349187083,-0.9895849317195743,-0.98991550514617,-0.9539280049077454,-0.9971254517456929,-0.9814935181730545,-0.9710177065443104,-0.9769404200424916,-0.9925245985497493,-0.9983897655310221,-0.9992520043447604,-0.9857945363750139,-0.9879181464801507,-0.9939761930893888,-0.9977582504079985,-0.9963417840989216,-0.9946776574130195,-1.0030227728364023
311,1519091245,-0.9769539705720801,-0.9904146344255751,-0.9945606492524334,-0.9915070568638219,-0.9887137886140024,-0.9874907298936455,-0.9853092815795774,-0.9799545367961426,-1.159447769155064,-0.9915530226851756,-0.9901610339564636,-0.9946700924359442,-0.9933110330542465,-0.9845805300030736,-0.9901844497837865,-0.9849847346798238,-1.0170895386881764,-0.9857033673477631,-0.9835061035538668,-0.975819685181623,-0.9813850305970857,-0.9942817862347599,-0.982683434010277,-0.9861712479825786,-0.9909479031423484,-0.9971231350654215,-1.0009462200351675,-0.9838697760027874,-0.9993407541606176,-0.988583901536081,-0.9848008772460822,-0.9931284249104337,-0.9841233405103288,-0.9899747601606175,0.06233341456117085,-0.9806697323885181,-1.0105860943421017,-0.991649825273356,-0.99106434902979,-0.989562335121736,-0.9960333069264788,-1.1072247712460703,-1.0129387139877164,-0.9934753975485352,-0.9740522072818611,-0.9879410226206203,-0.9873766751369967,-0.9738028962880652,-0.9961304133371769,-0.9911533250633378,-0.9888953597178902,-0.9920244006727712,-0.998830629998738,-0.9954774291534307,-0.9877352593407325,-0.9899639371548253,-0.9921184050257155,-0.9861107966247231,-0.9862422697725648,-0.9912417107381741,-0.9864730012950491,0.04946242099137243,-0.0496962035083933,-0.998804050649528,-1.1406314124958004,-0.9798817479082866,-0.9945925119440407,-0.991669874475947,-0.9863172614694715,-0.9992349446427952,-0.9871189543355982,-0.987408410156613,-0.952092941657237,-0.9947461169178591,-0.9790237112807477,-0.9678373629741455,-0.9744464208071106,-0.9900410493826723,-0.9960218108189574,-0.9969031293422421,-0.9834167011303901,-0.985386500402042,-0.9914780848360882,-0.9954050625055884,-0.9939711110996117,-0.9922070995452357,-1.0005216856497026
312,1519091250,-0.9746326793859896,-0.9880209923057427,-0.9922723088438011,-0.9891587810786097,-0.9863777288712858,-0.985080551003358,-0.9828889687469511,-0.9776270627527512,-1.159447769155064,-0.9892029727505225,-0.9877595537186714,-0.9924525272241697,-0.9909725287398137,-0.9822140238968566,-0.9878768897813659,-0.9825742001627238,-1.0139221573431043,-0.9833794002936692,-0.9811402918271017,-0.9715097694747806,-0.9790870577500529,-0.9919176179835104,-0.9803266640883659,-0.9837261454381727,-0.9887247947743865,-0.9948471323814082,-0.9985341130299294,-0.9815322040994988,-0.9970074392669709,-0.9862229696669889,-0.9823521451537355,-0.9908661926898972,-0.9817859170266158,-0.9875008463090525,0.06233341456117085,-0.9784062414713905,-1.0081390089253561,-0.9892912888774857,-0.9886452837903539,-0.987111781041029,-0.9936487159439858,-1.106520368478836,-1.0129387139877164,-0.9911683063494006,-0.9717295717893285,-0.98558574637609,-0.9849700118975276,-0.9715214922979443,-0.9938386838272986,-0.9887360240181596,-0.9866565018569574,-0.9897559074290997,-0.9964471381173886,-0.9932275792920597,-0.9853541314452737,-0.9877550661795972,-0.9898137355468386,-0.9837145041082781,-0.9839419104023209,-0.9888259037843827,-0.9840957058209634,0.09776908577098989,-0.01577541020408122,-0.9964428319472154,-1.1406314124958004,-0.9775823667822316,-0.9921986520595627,-0.9892658017155389,-0.9839209840755071,-0.9968819502505402,-0.9847492581010869,-0.9850111447410339,-0.9502458056221859,-0.9923119208728712,-0.9767031281139117,-0.9635969048805924,-0.9721347495275777,-0.9876563024924352,-0.9938032531559596,-0.9946187687957039,-0.9811276275584534,-0.98306842959208,-0.9890551307350417,-0.9931088401171941,-0.9917538241138247,-0.9898482383519065,-0.9981215098420252
313,1519091256,-0.9722462600623397,-0.9856171938182756,-0.9899610675302328,-0.9867833624869634,-0.9840092540493522,-0.9826065277126085,-0.9804199996719605,-0.9752805345151939,-1.159447769155064,-0.986825548731795,-0.9853062510167987,-0.99018626665978,-0.9886144417645234,-0.9797243820082885,-0.9855247882386233,-0.9801305029027105,-1.010754775998032,-0.9809991240823686,-0.9787845020773595,-0.9690487821037138,-0.9768475512108858,-0.9895831063087076,-0.9778804923514948,-0.9812749360475621,-0.9864007194408344,-0.992528957610533,-0.9961634605552405,-0.9791743045243192,-0.9946123750148479,-0.983805723376831,-0.9798837952363584,-0.9884938661737789,-0.9793505704361808,-0.9850613385916106,0.06233341456117085,-0.976207719915422,-1.0055270939209544,-0.9868748104683538,-0.9861749835922479,-0.984686825699568,-0.9912742787403637,-1.105677889014457,-1.0129387139877164,-0.9888409065351936,-0.9692931419779581,-0.9832240311184484,-0.9825000948316311,-0.9692042182892042,-0.9915447820026926,-0.9862547898858858,-0.9844187587855644,-0.9874198519159936,-0.9941540390965625,-0.9909339297393441,-0.982925559727763,-0.9855356107503017,-0.9874369688968914,-0.9812613108293292,-0.9815734322487897,-0.9863865580603886,-0.9816797668903515,0.08566745059015532,-0.04987583701221137,-0.9941600746532885,-1.1406314124958004,-0.9751321052460179,-0.9898204962491036,-0.9868121915617724,-0.9814577196374844,-0.9944850318319631,-0.982347124019552,-0.9826103457201196,-0.9483594330373705,-0.9898838542153142,-0.9743695231122909,-0.9604165613104275,-0.9697244259254929,-0.9852479764408033,-0.9915807208309113,-0.9922534676235171,-0.9788430279735711,-0.9807301578261813,-0.9866188230646058,-0.9907147825776789,-0.9895534678139558,-0.9874238767071998,-0.9957592731934571
314,1519091262,-0.9675884142432104,-0.9809638076335679,-0.9853888968046378,-0.9822634040642967,-0.9794232777905512,-0.9778558016034699,-0.9757427023774042,-0.9706728621868023,-1.159447769155064,-0.982322864581788,-0.9806066825838315,-0.9857648445011112,-0.9840371907417675,-0.9749424304473585,-0.9809725495630724,-0.9755043630875662,-1.0065316008712692,-0.9764243113294192,-0.9742302219143062,-0.9656569549498083,-0.9723298317766943,-0.985001096035297,-0.9732399329408897,-0.9765803046281486,-0.9819094082838815,-0.9880483233316706,-0.9916575284828061,-0.9746176994786,-0.9899770883367851,-0.9791624060049043,-0.975193949042902,-0.9839550991692971,-0.9746808859931793,-0.9805624506115601,0.06233341456117085,-0.971698254103841,-1.002154426973523,-0.9821931666130284,-0.9813998196066213,-0.9801461494807792,-0.9868482325391731,-1.103991872026717,-1.0129387139877164,-0.9842522741102924,-0.9645745033930284,-0.9786876818005041,-0.9777756483570202,-0.9645886271700768,-0.9870915053419571,-0.9814829061871678,-0.980122939393246,-0.9828948354985331,-0.9897006222201212,-0.986465644308101,-0.9782344031388543,-0.9812675261794069,-0.9828948545844763,-0.9765574551835499,-0.9770104594598474,-0.9817294910705721,-0.9770244813034904,0.0314015211685313,-0.07366230680945404,-0.9897002725336751,-1.1406314124958004,-0.9705278014362066,-0.9852080462826676,-0.9821150743472541,-0.976734938698684,-0.9898595734134179,-0.9777089020746742,-0.9780207650673296,-0.9450182899151454,-0.98542852806021,-0.9697626517706252,-0.9561761032168743,-0.9650574894454726,-0.9805975820897668,-0.9873007491075146,-0.987717470099476,-0.9743555753222864,-0.9762160545306204,-0.9819828847542813,-0.986103341313317,-0.9853699979823405,-0.9827404303707659,-0.9912601511841743
315,1519091267,-0.96645926080705,-0.979823038918834,-0.9842506408558686,-0.981148122437867,-0.9782986365333267,-0.9767550199738183,-0.9745821995166613,-0.9695615911969327,-1.159447769155064,-0.9812119252719508,-0.9794232382820777,-0.984663834246599,-0.9829053984699345,-0.9737939699782208,-0.9798569195470619,-0.9743523906356547,-1.0054758070895786,-0.9753033060495754,-0.9731073181496773,-0.9656569549498083,-0.9712310762880912,-0.9839232822550742,-0.9721056148362675,-0.9754336865294665,-0.9808748249832434,-0.9868980877902475,-0.9904766067893325,-0.973519534381716,-0.9888290165428164,-0.9780689368489051,-0.9740440242277348,-0.9828469701097026,-0.973528014943521,-0.9794913060063561,0.06233341456117085,-0.9706024595271043,-1.0001511135235448,-0.9811030429557864,-0.9803060834022027,-0.9790682052942281,-0.9857725915747443,-1.103703550954135,-1.0129387139877164,-0.9831265073329335,-0.9634090064576678,-0.9775431917343214,-0.976671318420611,-0.9634822240985504,-0.985937173868543,-0.9803769824447384,-0.9790524399016431,-0.9818430256079704,-0.9885631279493381,-0.9853614317310796,-0.977127733507342,-0.98020291440131,-0.9817986546687341,-0.9754559115318177,-0.9758919206642452,-0.9805654649474228,-0.9759160585677432,0.08659962606488261,-0.045564632920577705,-0.9885737601981256,-1.1406314124958004,-0.9693993417329795,-0.984121618691221,-0.9809297939722266,-0.9756378138573831,-0.9887179389360352,-0.9766099718731696,-0.9768632521095016,-0.9446410153981823,-0.984330249824264,-0.968640622189067,-0.9561761032168743,-0.9638961391715647,-0.9794629977326541,-0.9862596765534618,-0.9866543820698416,-0.9732653097383938,-0.9751162893557827,-0.9808115515024066,-0.9850209768245537,-0.9843184081855161,-0.9816659029519657,-0.9900703388290801
316,1519091273,-0.964978435311763,-0.9783340017528819,-0.9827962353039383,-0.9796956169507068,-0.9768384422298473,-0.9752081885860201,-0.9730895037820582,-0.968075422803966,-1.159447769155064,-0.9797644037770357,-0.9779213206636562,-0.983306001884934,-0.9814484378551966,-0.9722233039996742,-0.9784083122130509,-0.9728532429220323,-1.0033642195261971,-0.9738171111497006,-0.9716077447443968,-0.9619463470483552,-0.9697449496716533,-0.9824613293879019,-0.970640405286247,-0.9739754087367936,-0.9794628766599566,-0.9854464549140147,-0.989045591230769,-0.9720673062560325,-0.9873582153709868,-0.9765729283325592,-0.9725803356862438,-0.9814490798519963,-0.9719743932803366,-0.9780067352452272,0.06233341456117085,-0.9691228918051451,-0.9984647800498291,-0.9796426326437178,-0.9787663190571053,-0.9775623432809715,-0.9843180647502837,-1.103106541173569,-1.0129387139877164,-0.9816631423255426,-0.9620102288203786,-0.9760882032886136,-0.9751266933423207,-0.9620560685431262,-0.984494080009456,-0.9788522565511898,-0.9776512604379551,-0.9804125160065243,-0.9871103732566641,-0.9839901933893432,-0.9756182991634404,-0.9788077134356963,-0.980394010757064,-0.9739100489522177,-0.9744156942050467,-0.9790719693509605,-0.9744353665095212,0.06296231938429792,-0.03927746028694528,-0.9871228089729951,-1.1406314124958004,-0.9679369615647484,-0.9826563070274246,-0.9794349960900333,-0.9740885142372756,-0.987240303414319,-0.9751306959880058,-0.9753872924453527,-0.9434578825129861,-0.9828616843749987,-0.967153454093778,-0.9529957596467095,-0.9624903260769717,-0.9779677590852472,-0.9848846534322475,-0.9851866637882001,-0.9717939009421528,-0.9736790233775622,-0.9793246824445417,-0.9835495806681087,-0.982924643997127,-0.9802082828940263,-0.9886393663602479
317,1519091278,-0.9625588951758871,-0.9758638271563629,-0.9803878259877835,-0.975795021605716,-0.9744360410587186,-0.9727239580085796,-0.970621601848434,-0.9656201302246048,-1.159447769155064,-0.9758753467011683,-0.9754395097082312,-0.9809896471183519,-0.9774371875114818,-0.9696840635347029,-0.9760285426374714,-0.9703951449629348,-1.0012526319628157,-0.9713943976739553,-0.9691663176906676,-0.9602504334714025,-0.9672793714864308,-0.9800853838056753,-0.9681662484260739,-0.971461157686945,-0.9771180082934797,-0.9830953745452488,-0.9866324540946925,-0.9696676210554481,-0.9849051706071299,-0.974139007255298,-0.9700660771046087,-0.9790945389685866,-0.9694452185626604,-0.9755445340293786,0.06233341456117085,-0.9666598113641377,-0.9967784465761134,-0.9772042989848458,-0.9762384766236758,-0.9751058039154198,-0.9819857957106057,-1.1021087915535885,-1.0129387139877164,-0.9792395060993222,-0.9595582578322962,-0.9736577729274225,-0.9726417014486366,-0.9596525752503519,-0.9821240748700294,-0.976321680009641,-0.9753667757635576,-0.9780443115557297,-0.9848000091233502,-0.981646064379074,-0.9731772811291626,-0.9765780245845644,-0.9779934360228617,-0.9714983409619458,-0.9720100744589305,-0.9765890264671788,-0.9719739007856264,0.06261275358127517,-0.06701586716818547,-0.9848027772961117,-1.1406314124958004,-0.9654772605424617,-0.980297601340365,-0.9769360586015486,-0.9716631143389252,-0.9847942629348471,-0.9726738187492847,-0.97293432952101,-0.941200271803479,-0.9805447295099049,-0.9647192943089474,-0.9508755305999329,-0.9600565440800084,-0.9755204279375886,-0.9825442844898006,-0.9828448145896148,-0.9693942910469083,-0.9712908815723175,-0.9768390050819789,-0.9811610055034493,-0.9806176781556035,-0.9777910907603372,-0.9862112189141699
318,1519091284,-0.9601770183726281,-0.9734906879985522,-0.9780391337017472,-0.9749968923422395,-0.9721102848201155,-0.9703074793429589,-0.9681524905864666,-0.9632623226379856,-1.159447769155064,-0.9750779140677335,-0.9730195370384614,-0.9787587279861917,-0.9766480119526206,-0.9673160114613578,-0.9737133795702865,-0.9679354695877131,-0.9991410443994343,-0.9690597415780775,-0.9668262774614943,-0.9585545198944497,-0.9649280237012805,-0.9777867306991957,-0.9657932574126016,-0.9690244255575455,-0.974845482827209,-0.9809025859753288,-0.9842857563911466,-0.967358324677364,-0.9825338950320426,-0.9717692629826723,-0.9676307505176319,-0.9768337684132118,-0.9670993946310056,-0.9732137700411476,0.06233341456117085,-0.9643156803182533,-0.9950921131023976,-0.974839164068174,-0.973845348979465,-0.9727781948934385,-0.9797383427049045,-1.1013345568935453,-1.0129387139877164,-0.9768908903065908,-0.9572280397913987,-0.9713347455333674,-0.9702245685823452,-0.9572253855531243,-0.9799133106333571,-0.9738963626604339,-0.9731515583162227,-0.975745101882733,-0.9825675852609708,-0.9793855208240505,-0.9707956919623063,-0.9743824178281887,-0.9757202678654097,-0.9691077986872307,-0.9696892875475279,-0.9742054302319628,-0.9696058695790678,0.06695735713312913,-0.08581750723447673,-0.982547913077557,-1.1406314124958004,-0.9631380935604203,-0.9779724123404149,-0.9745039597288931,-0.9692606558739404,-0.9824272151222937,-0.9703178537227359,-0.9705683850018472,-0.9398752836999047,-0.9783169701016246,-0.9624208800982442,-0.9487553015531563,-0.9577034100740677,-0.9731689138528569,-0.980271989036993,-0.9805359662909119,-0.9670771048886617,-0.9689915238176222,-0.9744491113018496,-0.9788364607204465,-0.9783581846897882,-0.9754261534908643,-0.9838818779257948
319,1519091289,-0.9577208904312474,-0.9709961529802152,-0.9756380977831393,-0.9726097342872095,-0.969754855629193,-0.9678256250579887,-0.9656257352258754,-0.9608503385123879,-1.159447769155064,-0.9726816413877989,-0.9705885002729638,-0.9764209212982545,-0.974257988716365,-0.9648286724312183,-0.9713772647543277,-0.9654324802417545,-0.9970294568360529,-0.9666628006425249,-0.9644068628478515,-0.956858606317497,-0.9625584819585118,-0.9753935933189477,-0.9633717310205855,-0.966615779676591,-0.9725708842419686,-0.9785406014004038,-0.9819743894152908,-0.965040162194086,-0.9801702435003123,-0.9693644344829713,-0.965221597832101,-0.9744546702104696,-0.9646511423759437,-0.9707576340343474,0.06233341456117085,-0.9619840836609043,-0.9934057796286819,-0.972424174303849,-0.9713658470695286,-0.9703341737063262,-0.9773935513375442,-1.1003669619545504,-1.0129387139877164,-0.9744774247141693,-0.9547587618644434,-0.9689515416556328,-0.9677501414513744,-0.9547613408987125,-0.9775666861660737,-0.9714381693998156,-0.970845794421226,-0.973445580957919,-0.9802123540738266,-0.9770225785899352,-0.9683772862402134,-0.9721048724372695,-0.9733478959798617,-0.9667525917510611,-0.9673101326336689,-0.9717464052000415,-0.9671599942839686,0.017169199188320095,-0.08372178302326592,-0.9802102884455123,-1.1406314124958004,-0.9607162260208612,-0.9755787720201378,-0.9720733679460141,-0.9668976682755953,-0.9800519669942542,-0.9678859011632043,-0.9681476408725764,-0.9371800345507204,-0.9759436158278292,-0.9600095903011039,-0.9466350725063798,-0.9552535889312832,-0.9707180178780084,-0.9780491319201474,-0.9781545505116763,-0.9646819924603769,-0.966687669704662,-0.9719896152120364,-0.9764475112985913,-0.976128621293685,-0.9729962439598725,-0.9815826748986105
320,1519091295,-0.9533216718265948,-0.9666119188704352,-0.9714109212532579,-0.9683491570172977,-0.965469714542943,-0.9633276550995574,-0.9611471928848901,-0.9565136540140075,-1.159447769155064,-0.9684401774206927,-0.9662199915103438,-0.9722670705778576,-0.9699301919481376,-0.9604636237013492,-0.9671410629913068,-0.9609749526994069,-0.9917504879275995,-0.9623587302855015,-0.9600926726920035,-0.9534667791635915,-0.958182885611843,-0.9711073322907899,-0.9590069941145912,-0.9621553071275675,-0.9682945641334538,-0.9742584681805987,-0.9778274672887466,-0.9607986762939645,-0.975835509126943,-0.9650174178386524,-0.960759562062978,-0.9702755383426556,-0.9603168605776891,-0.9664222143197636,0.06233341456117085,-0.9576568358289921,-0.9880297992312724,-0.9679903380274084,-0.9670305404615862,-0.9659920578595204,-0.9731205733528303,-1.0987608284199477,-1.0129387139877164,-0.9702318573056095,-0.9504264370677683,-0.9646537993697413,-0.9632641164367962,-0.9503391205281693,-0.9732694783669412,-0.967173706108783,-0.9667446889826792,-0.969186343592101,-0.9760556984352364,-0.9728060718030259,-0.9640029974262487,-0.9680936895498112,-0.9691309558414615,-0.9623984401091922,-0.9630247296257153,-0.9673775367530236,-0.9627885017659844,-0.04565276941205078,-0.10470896405267702,-0.976069567076992,-1.1406314124958004,-0.9563959769048336,-0.971318779169482,-0.967693991034965,-0.9625300887358665,-0.9757261084561577,-0.9635321633310834,-0.9637915253612712,-0.9330994333752478,-0.971634572078548,-0.9557121751985538,-0.9423946144128266,-0.9509181900483779,-0.9663504024572374,-0.9740714193388668,-0.9740777021516802,-0.9604235082819271,-0.962481264296739,-0.9676363001749758,-0.9722723055363979,-0.9721231203034407,-0.9685432998994165,-0.977454527937469
321,1519091300,-0.9528322690308225,-0.9661194362893023,-0.9709056109505605,-0.9678655986805076,-0.9649877629780493,-0.9628033857994975,-0.960638864376271,-0.9560140581141994,-1.159447769155064,-0.9679581708300563,-0.9657115566481697,-0.9717855817327742,-0.969442170633619,-0.9599757173635172,-0.9666617716878304,-0.9604648741548435,-0.989638900364218,-0.9618872852457713,-0.959596445272528,-0.9525359393807528,-0.9577133090468064,-0.9706127077723248,-0.958541032279732,-0.9616726419586776,-0.9677912926146272,-0.9737710160896483,-0.9773718200298996,-0.9603126736809737,-0.9753395811235749,-0.9645317280319279,-0.9602753695842955,-0.9698000956769126,-0.959839421282094,-0.9659197776661183,0.06233341456117085,-0.957193922232733,-0.9855953930135776,-0.9674973055787012,-0.9665329835986674,-0.9654853562710886,-0.9726502774988818,-1.0986182549721297,-1.0129387139877164,-0.9697302234617033,-0.9499219740567245,-0.9641663440703814,-0.9627429794935736,-0.9498479827820003,-0.9727859700946498,-0.9666862897116106,-0.9663049207154144,-0.9686936769658681,-0.975620389358588,-0.9723229673411657,-0.9635135910770554,-0.9676684566029997,-0.968652547185094,-0.9618771999296039,-0.9625572865858876,-0.9668778276973202,-0.9622963215695837,-0.06041776309210615,-0.12258249768257491,-0.9756309099746646,-1.1406314124958004,-0.9559332379987832,-0.9708304759878829,-0.9671832808847642,-0.9620107179026212,-0.9752296383321719,-0.9630404734848448,-0.9632973911541152,-0.9330994333752478,-0.9711821293729329,-0.9552250220597335,-0.9413344998894383,-0.9504147031885203,-0.9658678460401136,-0.9736423352803852,-0.9736080998611678,-0.9599342104233011,-0.9620001780172124,-0.9671399562148202,-0.9717988302692988,-0.9717019447380234,-0.9680557965251256,-0.9770055305427637
