,Time,HundredGigE0/0/0/8packets-received,HundredGigE0/0/0/13bytes-received,HundredGigE0/0/0/13bytes-sent,HundredGigE0/0/0/0packets-sent,HundredGigE0/0/0/31packets-received,HundredGigE0/0/0/6bytes-sent,HundredGigE0/0/0/14bytes-received,HundredGigE0/0/0/10packets-received,HundredGigE0/0/0/5output-data-rate,HundredGigE0/0/0/8output-data-rate,HundredGigE0/0/0/15packets-received,performance-statistics__global__configuration-items-processed,HundredGigE0/0/0/11output-data-rate,HundredGigE0/0/0/16bytes-sent,HundredGigE0/0/0/0packets-received,HundredGigE0/0/0/9packets-received,HundredGigE0/0/0/31bytes-received,HundredGigE0/0/0/14packets-received,HundredGigE0/0/0/28packets-received,HundredGigE0/0/0/31packets-sent,HundredGigE0/0/0/9packets-sent,HundredGigE0/0/0/28bytes-sent,HundredGigE0/0/0/10packets-sent,HundredGigE0/0/0/4packets-received,HundredGigE0/0/0/11packets-received,HundredGigE0/0/0/8bytes-sent,HundredGigE0/0/0/18bytes-received,HundredGigE0/0/0/17packets-received,HundredGigE0/0/0/0input-packet-rate,HundredGigE0/0/0/18packets-sent,HundredGigE0/0/0/7packets-sent,HundredGigE0/0/0/17bytes-sent,HundredGigE0/0/0/1packets-received,HundredGigE0/0/0/8packets-sent,HundredGigE0/0/0/7bytes-received,HundredGigE0/0/0/9bytes-received,HundredGigE0/0/0/6bytes-received,HundredGigE0/0/0/19output-data-rate,protocol-route-memory,HundredGigE0/0/0/10bytes-sent,HundredGigE0/0/0/7output-data-rate,HundredGigE0/0/0/28bytes-received,HundredGigE0/0/0/14packets-sent,HundredGigE0/0/0/5packets-received,HundredGigE0/0/0/6packets-received,HundredGigE0/0/0/16packets-received,HundredGigE0/0/0/13packets-sent,HundredGigE0/0/0/6output-data-rate,HundredGigE0/0/0/11input-data-rate,HundredGigE0/0/0/5input-data-rate,HundredGigE0/0/0/31output-packet-rate,HundredGigE0/0/0/11bytes-sent,HundredGigE0/0/0/30bytes-received,HundredGigE0/0/0/6packets-sent,HundredGigE0/0/0/8bytes-received,HundredGigE0/0/0/17bytes-received,HundredGigE0/0/0/5bytes-received,HundredGigE0/0/0/15packets-sent,HundredGigE0/0/0/18packets-received,HundredGigE0/0/0/19bytes-sent,HundredGigE0/0/0/16packets-sent,HundredGigE0/0/0/1bytes-received,HundredGigE0/0/0/15bytes-sent,HundredGigE0/0/0/7packets-received,HundredGigE0/0/0/5bytes-sent,HundredGigE0/0/0/31bytes-sent,HundredGigE0/0/0/30packets-sent,HundredGigE0/0/0/19packets-sent,performance-statistics__vrf__inbound-update-messages,HundredGigE0/0/0/11bytes-received,HundredGigE0/0/0/4bytes-received,HundredGigE0/0/0/15bytes-received,HundredGigE0/0/0/30input-packet-rate,HundredGigE0/0/0/5packets-sent,HundredGigE0/0/0/17packets-sent,HundredGigE0/0/0/1packets-sent,HundredGigE0/0/0/30packets-received,HundredGigE0/0/0/16bytes-received,HundredGigE0/0/0/10bytes-received,HundredGigE0/0/0/28packets-sent,HundredGigE0/0/0/1output-packet-rate,HundredGigE0/0/0/11packets-sent,HundredGigE0/0/0/9output-data-rate,HundredGigE0/0/0/13packets-received,HundredGigE0/0/0/19packets-received,HundredGigE0/0/0/6input-data-rate,HundredGigE0/0/0/4bytes-sent,HundredGigE0/0/0/9bytes-sent,HundredGigE0/0/0/7bytes-sent,HundredGigE0/0/0/30bytes-sent,HundredGigE0/0/0/4packets-sent,HundredGigE0/0/0/18output-data-rate,HundredGigE0/0/0/18input-data-rate,HundredGigE0/0/0/19bytes-received,HundredGigE0/0/0/14bytes-sent,HundredGigE0/0/0/18bytes-sent
270,1519070351,-1.0764263190437815,-1.0888527429796582,-1.0985688676484475,-1.0965208651053686,-1.1485117601758377,-1.1076082591861351,-1.0894806244986013,-1.0768076825740216,-0.11924824740257388,-0.12714105874363202,-1.0899438271909927,-1.2705430733143068,-0.13220343818107078,-1.0916783393149598,-1.6466426840922095,-1.077791542436168,-1.1484457522480211,-1.0905719750813025,-1.1385739242539596,-1.0918147646264187,-1.103174769380462,-1.0961760748832414,-1.1028007797885961,-1.0830622706569581,-1.076985708592042,-1.0940285426118699,-1.094787687115773,-1.079343685126611,-0.09599674112048297,-1.0884840091554913,-1.1134330105819492,-1.091826520001165,-1.0952245169364276,-1.1016110086551851,-1.0931848156094135,-1.0864960210797618,-1.091740809910749,-0.1268562071823323,0.07167933088145235,-1.0951597021500667,-0.12455186976513344,-1.1409713894604445,-1.1028130209382727,-1.083181539836817,-1.0835829141122562,-1.0801583190869652,-1.1022899328454148,-0.12192159419470736,-0.11161024914244942,-0.12292591475299412,0.26523258317381526,-1.0946322986125927,-1.0860015503425964,-1.1163203647555506,-1.0847418702954141,-1.093897770765529,-1.0915131823645534,-1.1005316067144206,-1.0798297909321473,-1.0922583205435812,-1.0889424180224494,-1.101980304552688,-1.087053426503313,-1.0849078897217699,-1.1076558932481242,-1.0919663097245251,-1.0946181065346965,-1.0896401243874074,-1.180797257807876,-1.0846879217726484,-1.0917155358950041,-1.0888373413807781,0.4744337342992403,-1.1163410125598308,-1.088635961915496,-1.2615021756393243,-1.0859446251801614,-1.094628533758415,-1.0849142452181788,-1.0782714435901255,-0.09590496598843858,-1.1022989517523663,-0.1327247617262905,-1.0902648144210865,-1.0810275417724489,-0.12827846487802505,-1.1051070522469224,-1.0954013332902641,-1.1053240304354819,-1.1081845668608032,-1.1129328951677577,-0.12714105874363202,-0.12104214949382851,-1.0960922821730668,-1.1427870661006434,-1.0922408560583226
271,1519070357,-1.0737650577353242,-1.0870861094653523,-1.0961465423183427,-1.0941122485715802,-1.1456532523315546,-1.104511270726667,-1.08653340002214,-1.0736137591666233,-0.11924824740257388,-0.12714105874363202,-1.0868814233003645,-1.2705430733143068,-0.13220343818107078,-1.0903918732253095,-1.6458760956680538,-1.074060651243636,-1.1428035890148964,-1.0875203507753215,-1.1342413316472924,-1.0894188216927354,-1.1015208579392972,-1.0952652828730691,-1.101147822859252,-1.080056381005078,-1.074330637778604,-1.0927814799461004,-1.0918919196070427,-1.076309885635142,-0.09599674112048297,-1.0855839918396546,-1.1107083830688462,-1.0898985233356675,-1.0927932862678256,-1.0999585412795234,-1.0903001817771076,-1.082248702953955,-1.0888539906934456,-0.1268562071823323,0.07167933088145235,-1.093913535419696,-0.12455186976513344,-1.1367632543569595,-1.1006369996504939,-1.0801793940066264,-1.0805774907610282,-1.0776388542931699,-1.1001040184765367,-0.12192159419470736,-0.11161024914244942,-0.12292591475299412,-0.7646742945788194,-1.0933861996786034,-1.08342225008671,-1.1130548692330486,-1.082924602411944,-1.091576691364765,-1.0886284663075492,-1.0983354900204472,-1.0768016636042008,-1.0909725728678967,-1.087202045277298,-1.0966488944741886,-1.0845530284479836,-1.0819037838888383,-1.1045610457161108,-1.0895786235647134,-1.0906012632027988,-1.087901387563145,-1.180797257807876,-1.082875140336892,-1.0888282147188448,-1.08647298596865,-0.5031872939537414,-1.1130774526041476,-1.0863179694576413,-1.2611385099495123,-1.0833441529300358,-1.0928941189020716,-1.0818864338680925,-1.0772445766022414,-0.09590496598843858,-1.10064666851205,-0.1327247617262905,-1.0877242455157226,-1.0780009379195803,-0.12827846487802505,-1.103246586514139,-1.0941534691883659,-1.103464129146784,-1.0997661055694128,-1.1102081004568127,-0.12714105874363202,-0.12104214949382851,-1.0931990585959943,-1.1412257391090253,-1.0890247374759434
272,1519070362,-1.0705715441651755,-1.0841417202748422,-1.0949353796532906,-1.0921853553445495,-1.144223998409413,-1.1026530776509864,-1.0847650653362633,-1.0714844768950245,-0.11924824740257388,-0.12714105874363202,-1.0848398207066123,-1.2705430733143068,-0.13220343818107078,-1.0891054071356592,-1.6449178601378591,-1.0719287134193318,-1.1428035890148964,-1.0854859345713341,-1.1320750353439588,-1.0870864247421377,-1.099866946498132,-1.0943544908628966,-1.0994948659299075,-1.0785534361791382,-1.0722065811278536,-1.0909108859474466,-1.0901544591018044,-1.0742873526408294,-0.09599674112048297,-1.0838439814501526,-1.1090736065609845,-1.0886131922253357,-1.090848301732944,-1.0983060739038615,-1.0891463282441851,-1.0804284237571806,-1.0876992630065243,-0.1268562071823323,0.07167933088145235,-1.0926673686893251,-0.12455186976513344,-1.1350411559915334,-1.0990049836846596,-1.0786783210915312,-1.079074779085414,-1.0756232824581338,-1.098464582699878,-0.12192159419470736,-0.11161024914244942,-0.12292591475299412,0.3258153406886761,-1.0921401007446143,-1.0815501773203409,-1.1114221214717974,-1.0786843106838475,-1.089835881814192,-1.0874745798847474,-1.0966884024999672,-1.0747829120522365,-1.0896868251922125,-1.0854616725321466,-1.0966488944741886,-1.083302829420319,-1.0804017309723726,-1.1020851676905,-1.087214675421497,-1.08899452587004,-1.0861626507388822,-1.180797257807876,-1.0810623589011354,-1.087673286248381,-1.084699719409554,0.18114742582334578,-1.1109017459670254,-1.0845794751142501,-1.2607748442597002,-1.081453650881532,-1.0911597040457282,-1.0800697470580405,-1.0762177096143573,-0.09590496598843858,-1.0989943852717337,-0.1327247617262905,-1.0851836766103584,-1.074974334066712,-0.12827846487802505,-1.1007659655370945,-1.0929056050864676,-1.101604227858086,-1.0997661055694128,-1.1080282646880568,-0.12714105874363202,-0.12104214949382851,-1.0897271903035073,-1.139664412117407,-1.087738290042992
273,1519070368,-1.066313526071644,-1.0806084532462303,-1.0925130543231858,-1.0883315688904882,-1.1423183265132242,-1.0989366914996248,-1.0812283959645097,-1.0666935917839269,-0.11924824740257388,-0.12714105874363202,-1.08024621487067,-1.2705430733143068,-0.13220343818107078,-1.0852460088667084,-1.6433846832895478,-1.0676648377707239,-1.1428035890148964,-1.0814171021633594,-1.1277424427372917,-1.0846814038108705,-1.0960078198020804,-1.0908859952625138,-1.0956379664281042,-1.0740446017013183,-1.0674274536636652,-1.0884167606159079,-1.0855212310878362,-1.0692310201550481,-0.09599674112048297,-1.0803639606711486,-1.1047142025400198,-1.0853998644495064,-1.0869583326631806,-1.0950011391525378,-1.0839539873460344,-1.0767878653636318,-1.0836577161022993,-0.1268562071823323,0.07167933088145235,-1.0889288684982126,-0.12455186976513344,-1.131596959260681,-1.0957409517529912,-1.0736747447078803,-1.074566644058572,-1.071088245829302,-1.095185711146561,-0.12192159419470736,-0.11161024914244942,-0.12292591475299412,-1.2493363546977063,-1.089024853409641,-1.078846072213363,-1.1070681274417948,-1.0750497749169075,-1.0846134531624732,-1.0822820909821396,-1.0928451982855136,-1.0702407210603169,-1.0858295821651598,-1.08140080279346,-1.0966488944741886,-1.0795522323373252,-1.0753948879174866,-1.0983713506520838,-1.0848278850358966,-1.0857810512045218,-1.082105598148936,-1.180797257807876,-1.0762282750724512,-1.083053572366526,-1.079971008585298,-1.2852841165561268,-1.106550332692781,-1.0811024864274679,-1.2598656800351702,-1.0787651203118254,-1.086534597762146,-1.0758308111679196,-1.073137108650705,-0.09590496598843858,-1.0956898187911013,-0.1327247617262905,-1.0811187663617758,-1.0709388622628873,-0.12827846487802505,-1.0970450340715276,-1.089162012780773,-1.0978844252806903,-1.0980824133111349,-1.103668593150545,-0.12714105874363202,-0.12104214949382851,-1.0862553220110205,-1.1375826427952493,-1.0845221714606128
274,1519070373,-1.066313526071644,-1.0806084532462303,-1.0925130543231858,-1.0883315688904882,-1.1423183265132242,-1.0989366914996248,-1.0812283959645097,-1.0666935917839269,-0.11924824740257388,-0.12714105874363202,-1.08024621487067,-1.2705430733143068,-0.13220343818107078,-1.0846027758218832,-1.6433846832895478,-1.0671318533146479,-1.1428035890148964,-1.0814171021633594,-1.1277424427372917,-1.0823204760107241,-1.0954565159883587,-1.0908859952625138,-1.0956379664281042,-1.0735436200926716,-1.0674274536636652,-1.0884167606159079,-1.08494207758609,-1.0692310201550481,-0.09599674112048297,-1.0797839572079813,-1.1030794260321581,-1.0841145333391746,-1.0869583326631806,-1.0950011391525378,-1.0833770605795732,-1.0761811056313737,-1.0830803522588386,-0.1268562071823323,0.07167933088145235,-1.0889288684982126,-0.12455186976513344,-1.131596959260681,-1.0957409517529912,-1.0731743870695152,-1.0740657401667006,-1.070080459911784,-1.095185711146561,-0.12192159419470736,-0.11161024914244942,-0.12292591475299412,0.40659235070849065,-1.089024853409641,-1.076391576808568,-1.1065238781880444,-1.0750497749169075,-1.0846134531624732,-1.081705147770739,-1.0928451982855136,-1.0697360331723258,-1.0858295821651598,-1.0808206785450762,-1.0966488944741886,-1.0795522323373252,-1.0743935193065093,-1.097752381145681,-1.0824658777368044,-1.085379366871332,-1.082105598148936,-1.180797257807876,-1.0762282750724512,-1.083053572366526,-1.079971008585298,0.6699579399498367,-1.1060064060335004,-1.0805229883130043,-1.2598656800351702,-1.0763187501209666,-1.0853783211912504,-1.0758308111679196,-1.073137108650705,-0.09590496598843858,-1.0956898187911013,-0.1327247617262905,-1.0811187663617758,-1.0709388622628873,-0.12827846487802505,-1.0958047235830053,-1.088538080729824,-1.0960245239919923,-1.0980824133111349,-1.102578675266167,-0.12714105874363202,-0.12104214949382851,-1.0862553220110205,-1.1375826427952493,-1.083878947744137
275,1519070379,-1.0641845170248783,-1.0782529418938223,-1.0900907289930812,-1.0859229523566998,-1.1413654905651298,-1.0970784984239441,-1.079460061278633,-1.064564309512328,-0.11924824740257388,-0.12714105874363202,-1.0782046122769178,-1.2705430733143068,-0.13220343818107078,-1.0826730766874078,-1.6424264477593533,-1.0649999154903438,-1.1428035890148964,-1.0793826859593718,-1.1244929982822913,-1.0799375016450175,-1.0938026045471938,-1.0880038999974477,-1.0934340238556453,-1.0710387120494382,-1.0653033970129147,-1.0859226352843694,-1.083204617080852,-1.0672084871607355,-0.09599674112048297,-1.0780439468184793,-1.1003547985190552,-1.082186536673677,-1.085013348128299,-1.0927978493183221,-1.079915499980806,-1.0743608264345994,-1.080193533041535,-0.1268562071823323,0.07167933088145235,-1.0864365350374707,-0.12455186976513344,-1.1278290598295606,-1.094108935787157,-1.0711729565160548,-1.071561220707344,-1.0680648880767476,-1.092999796777683,-0.12192159419470736,-0.11161024914244942,-0.12292591475299412,0.3662038456985834,-1.0865326555416623,-1.0739370814037728,-1.104346881173043,-1.0732325070334374,-1.0828726436119,-1.0799743181365362,-1.0911981107650337,-1.0677172816203615,-1.0826152129759492,-1.079080305799925,-1.0913174843956892,-1.0783020333096607,-1.0713894134735777,-1.095895472626473,-1.0800916281901598,-1.0833709452053835,-1.0792077034418317,-1.180797257807876,-1.0744154936366948,-1.0801662511903667,-1.0781977420262019,0.6699579399498367,-1.1038306993963782,-1.0782049958551494,-1.2595020143453581,-1.0738613726401602,-1.083643906334907,-1.0740141243578676,-1.0710833746749369,-0.09590496598843858,-1.0934867744706795,-0.1327247617262905,-1.0785781974564117,-1.0684166923854967,-0.12827846487802505,-1.0939442578502219,-1.0872902166279257,-1.0935446556070618,-1.0980824133111349,-1.1003988394974111,-0.12714105874363202,-0.12104214949382851,-1.0839407431493626,-1.1365417581341706,-1.0819492765947096
276,1519070384,-1.0599264989313468,-1.0747196748652104,-1.086457240997924,-1.0811057192891231,-1.138983400694894,-1.0921233168887952,-1.0729761674304181,-1.0597734244012307,-0.11924824740257388,-0.12714105874363202,-1.0741214070894134,-1.2705430733143068,-0.13220343818107078,-1.078813678418457,-1.6407016238050032,-1.0596700709295839,-1.137161425781772,-1.0732794373474097,-1.1201604056756242,-1.0775603631349002,-1.089943477851142,-1.086182315977103,-1.0895771243538417,-1.0665298775716183,-1.0605242695487263,-1.0834285099528307,-1.0797296960703757,-1.0631634211721104,-0.09599674112048297,-1.0739839225763081,-1.0954504689954698,-1.0789732088978476,-1.0801508867910952,-1.0894929145669985,-1.0758770126155777,-1.0688999888442763,-1.076729349980771,-0.1268562071823323,0.07167933088145235,-1.0833211182115436,-0.12455186976513344,-1.124384863098708,-1.0886688825677098,-1.067170095409134,-1.0675539895723731,-1.0640337444066752,-1.0891744466321462,-0.12192159419470736,-0.11161024914244942,-0.12292591475299412,-1.794581172331454,-1.084040457673684,-1.0717737973181904,-1.0994486378892898,-1.0695979712664976,-1.0793910245107543,-1.076512658868131,-1.0873549065505803,-1.063679778516433,-1.0800437176245805,-1.0750194360612384,-1.0859860743171899,-1.0745514362266668,-1.0668832547241804,-1.0921816555880568,-1.0777022997776275,-1.0797557862066756,-1.0757302297933065,-1.180797257807876,-1.0701856702865962,-1.0761240015437437,-1.07465120890801,-2.0673809391585123,-1.0994792861221339,-1.0747280071683671,-1.258774682965734,-1.0716681701180966,-1.0801750766222202,-1.0697751884677467,-1.0690296406991686,-0.09590496598843858,-1.0901822079900472,-0.1327247617262905,-1.0745132872078291,-1.063876786606194,-0.12827846487802505,-1.090223326384655,-1.0835466243222311,-1.0892048859334333,-1.0963987210528567,-1.0960391679598993,-0.12714105874363202,-0.12104214949382851,-1.079890230141461,-1.1313373348287765,-1.078089934295855
277,1519070390,-1.0599264989313468,-1.0747196748652104,-1.086457240997924,-1.0811057192891231,-1.138983400694894,-1.0915039191969016,-1.0729761674304181,-1.0597734244012307,-0.11924824740257388,-0.12714105874363202,-1.0741214070894134,-1.2705430733143068,-0.13220343818107078,-1.078813678418457,-1.6407016238050032,-1.0596700709295839,-1.137161425781772,-1.0732794373474097,-1.1201604056756242,-1.0751897089087712,-1.089943477851142,-1.086182315977103,-1.0895771243538417,-1.0665298775716183,-1.0605242695487263,-1.0834285099528307,-1.0797296960703757,-1.0631634211721104,-0.09599674112048297,-1.0739839225763081,-1.0954504689954698,-1.0789732088978476,-1.0801508867910952,-1.0894929145669985,-1.0758770126155777,-1.0688999888442763,-1.0761519861373103,-0.1268562071823323,0.07167933088145235,-1.0833211182115436,-0.12455186976513344,-1.124384863098708,-1.0886688825677098,-1.067170095409134,-1.0670530856805018,-1.0640337444066752,-1.0891744466321462,-0.12192159419470736,-0.11161024914244942,-0.12292591475299412,0.386398098203537,-1.084040457673684,-1.0691528954452736,-1.0989043886355394,-1.0695979712664976,-1.0793910245107543,-1.076512658868131,-1.0873549065505803,-1.063679778516433,-1.0800437176245805,-1.0750194360612384,-1.0859860743171899,-1.0745514362266668,-1.0668832547241804,-1.0921816555880568,-1.0753402924785354,-1.0797557862066756,-1.0757302297933065,-1.180797257807876,-1.0701856702865962,-1.0761240015437437,-1.07465120890801,0.7677200427751348,-1.0994792861221339,-1.0747280071683671,-1.258774682965734,-1.0690621942229972,-1.0801750766222202,-1.0697751884677467,-1.0690296406991686,-0.09590496598843858,-1.0901822079900472,-0.1327247617262905,-1.0745132872078291,-1.063876786606194,-0.12827846487802505,-1.090223326384655,-1.0835466243222311,-1.0892048859334333,-1.0963987210528567,-1.0960391679598993,-0.12714105874363202,-0.12104214949382851,-1.079890230141461,-1.1313373348287765,-1.078089934295855
278,1519070395,-1.0572652376228895,-1.0723641635128023,-1.0846404970003456,-1.0791788260620925,-1.1375541467727524,-1.089645726121221,-1.0712078327445413,-1.0576441421296319,-0.11924824740257388,-0.12714105874363202,-1.0710590031987852,-1.2705430733143068,-0.13220343818107078,-1.0775272123288067,-1.6393600940627309,-1.0575381331052798,-1.137161425781772,-1.0712450211434223,-1.1179941093722905,-1.0727996018306774,-1.088289566409977,-1.0852715239669304,-1.0879241674244975,-1.064024969528385,-1.058400212897976,-1.0815579159541768,-1.0779922355651375,-1.061140888177798,-0.09599674112048297,-1.0722439121868061,-1.0932707669849877,-1.0776878777875158,-1.0767471638550523,-1.0878404471913365,-1.0741462323161939,-1.0670797096475018,-1.0744198946069283,-0.1268562071823323,0.07167933088145235,-1.0820749514811727,-0.12455186976513344,-1.122662764733282,-1.0870368666018755,-1.0651686648556737,-1.0650494701130164,-1.0620181725716389,-1.0869885322632682,-0.12192159419470736,-0.11161024914244942,-0.12292591475299412,0.3258153406886761,-1.0815482598057053,-1.066573595189387,-1.096727391620538,-1.0671749474218708,-1.0776502149601812,-1.0747818292339284,-1.0846097606831135,-1.0616610269644686,-1.0781150961110542,-1.073279063316087,-1.0806546642386903,-1.0720510381713377,-1.064880517502226,-1.089705777562446,-1.0729638034963631,-1.077747364540727,-1.073991492969044,-1.180797257807876,-1.0683728888508397,-1.0732366803675844,-1.07169576464285,0.865482145600433,-1.096759652825731,-1.0729895128249762,-1.2583201008534688,-1.0664644737953586,-1.0784406617658768,-1.0679585016576947,-1.0680027737112845,-0.09590496598843858,-1.0879791636696254,-0.1327247617262905,-1.0719727183024652,-1.0618590507042815,-0.12827846487802505,-1.0883628606518716,-1.082298760220333,-1.0873449846447354,-1.0963987210528567,-1.0938593321911434,-0.12714105874363202,-0.12104214949382851,-1.0781542959952177,-1.1302964501676978,-1.0768034868629033
279,1519070401,-1.0540717240527409,-1.0694197743222922,-1.082218171670241,-1.0758067629147887,-1.1356484748765636,-1.0871681353536464,-1.0688500531633724,-1.0539178981543338,-0.11924824740257388,-0.12714105874363202,-1.0674861986597188,-1.2705430733143068,-0.13220343818107078,-1.074311047104681,-1.6384018585325362,-1.0543402263688237,-1.137161425781772,-1.068193396837441,-1.1147446649172903,-1.0704081978957858,-1.084981743527647,-1.084360731956758,-1.0851692392089236,-1.0615200614851519,-1.0546831137591626,-1.079687321955523,-1.0750964680564072,-1.0570958221891726,-0.09599674112048297,-1.0699238983341368,-1.0905461394718847,-1.0757598811220181,-1.0743159331864505,-1.0856371573571209,-1.0724154520168103,-1.0646526707184694,-1.072687803076546,-0.1268562071823323,0.07167933088145235,-1.0789595346552456,-0.12455186976513344,-1.119995454483073,-1.0848608453140967,-1.0621665190254832,-1.0625449506536597,-1.0584909218603253,-1.0848026178943901,-0.12192159419470736,-0.11161024914244942,-0.12292591475299412,0.3258153406886761,-1.0796791114047213,-1.0639110916994399,-1.0940061453517864,-1.0641461676160877,-1.0730080561586532,-1.0718971131769242,-1.0813155856421535,-1.0586328996365222,-1.0761864745975278,-1.070378442074168,-1.0806546642386903,-1.0683004410883439,-1.0623770959747831,-1.087229899536835,-1.0705892553583147,-1.0757389428747781,-1.0716731772033603,-1.180797257807876,-1.0647473259793265,-1.0709268234266567,-1.068149231524658,1.0610063512510293,-1.0940400195293285,-1.0706715203671213,-1.2576836858962979,-1.0638309796753902,-1.0743936937677423,-1.0637195657675738,-1.0669759067234004,-0.09590496598843858,-1.0857761193492037,-0.1327247617262905,-1.0689240356160283,-1.0588324468514132,-0.12827846487802505,-1.0846419291863048,-1.0785551679146383,-1.0848651162598049,-1.0947150287945786,-1.0905895785380095,-0.12714105874363202,-0.12104214949382851,-1.0752610724181453,-1.1287351231760796,-1.0748738157134758
280,1519070406,-1.0508782104825922,-1.0670642629698843,-1.0804014276726626,-1.0733981463810003,-1.1342192209544222,-1.0846905445860722,-1.0659028286869112,-1.0507239747469355,-0.11924824740257388,-0.12714105874363202,-1.0639133941206524,-1.2705430733143068,-0.13220343818107078,-1.0723813479702056,-1.6374436230023417,-1.0506093351762917,-1.1315192625486472,-1.06514177253146,-1.110412072310623,-1.0680582933784195,-1.0811226168315953,-1.0805678446815195,-1.08241431099335,-1.0585141718332718,-1.051497028783037,-1.0753226026253304,-1.071621547045931,-1.054062022697704,-0.09599674112048297,-1.0676038844814675,-1.0878215119587817,-1.0731892189013548,-1.0718847025178484,-1.0817814001472432,-1.0695308181845045,-1.0616188720571786,-1.069223620015782,-0.1268562071823323,0.07167933088145235,-1.0764672011945038,-0.12455186976513344,-1.1154506685713093,-1.0821408187043728,-1.0586640155569274,-1.0590386234105604,-1.0554675641077709,-1.0820702249332925,-0.12192159419470736,-0.11161024914244942,-0.12292591475299412,0.2854268356787689,-1.0759408146027536,-1.0619142140819793,-1.0912848990830346,-1.061723143771461,-1.0706869767578893,-1.068435453908519,-1.0785704397746867,-1.0551000844205844,-1.0736149792461593,-1.068057945080633,-1.0806546642386903,-1.0658000430330148,-1.0593729901418514,-1.0847540215112244,-1.0682148565159684,-1.07292715254245,-1.068775282496256,-1.180797257807876,-1.061726023586399,-1.0686169664857292,-1.0646026984064658,0.4744337342992403,-1.0913203862329257,-1.0683535279092666,-1.2572291037840326,-1.0618386601948708,-1.0720811406259512,-1.0612973166875046,-1.063895305759748,-0.09590496598843858,-1.0824715528685713,-0.1327247617262905,-1.0658753529295912,-1.0558058429985446,-0.12827846487802505,-1.081541152964999,-1.0748115756089436,-1.0823852478748743,-1.0947150287945786,-1.0873198248848757,-0.12714105874363202,-0.12104214949382851,-1.0729464935564872,-1.1266533538539218,-1.0729441445640484
281,1519070412,-1.0487492014358264,-1.0641198737793742,-1.078584683675084,-1.0714712531539696,-1.1332663850063278,-1.0822129538184977,-1.0641344940010344,-1.0485946924753367,-0.11924824740257388,-0.12714105874363202,-1.0618717915269005,-1.2705430733143068,-0.13220343818107078,-1.0710948818805555,-1.636677034578186,-1.0479444128959117,-1.1315192625486472,-1.0631073563274727,-1.1082457760072895,-1.0656766158695106,-1.0794687053904304,-1.079657052671347,-1.0802103684208908,-1.0565102453986852,-1.0483109438069114,-1.074075539959561,-1.0693049330389468,-1.0520394897033913,-0.09599674112048297,-1.0652838706287981,-1.085096884445679,-1.071261222235857,-1.0699397179829668,-1.0801289327715813,-1.0672231111186596,-1.058585073395888,-1.0674915284853999,-0.1268562071823323,0.07167933088145235,-1.0739748677337622,-0.12455186976513344,-1.113728570205883,-1.0805088027385388,-1.056662585003467,-1.057035007843075,-1.0534519922727348,-1.080430789156634,-0.12192159419470736,-0.11161024914244942,-0.12292591475299412,0.2854268356787689,-1.0740716662017695,-1.0594597186771841,-1.0885636528142828,-1.059905875887991,-1.0689461672073164,-1.0667046242743163,-1.0769233522542068,-1.052576644980629,-1.0710434838947906,-1.0663175723354814,-1.075323254160191,-1.06454984400535,-1.0568695686144085,-1.0828971129920162,-1.0658389647166033,-1.0709187308765011,-1.0664569667305726,-1.180797257807876,-1.0587047211934715,-1.0668845737800337,-1.0628294318473699,0.5721958371245385,-1.0891446795958035,-1.0666150335658755,-1.2568654380942206,-1.0593510126667085,-1.0703467257696078,-1.0594806298774526,-1.062868438771864,-0.09590496598843858,-1.0802685085481496,-0.1327247617262905,-1.0633347840242273,-1.0537881070966324,-0.12827846487802505,-1.0796806872322156,-1.0735637115070453,-1.079285412393711,-1.0947150287945786,-1.0851399891161198,-0.12714105874363202,-0.12104214949382851,-1.071210559410244,-1.125612469192843,-1.071014473414621
