,Time,HundredGigE0/0/0/8packets-received,HundredGigE0/0/0/13bytes-received,HundredGigE0/0/0/0output-packet-rate,HundredGigE0/0/0/13bytes-sent,HundredGigE0/0/0/0packets-sent,HundredGigE0/0/0/1output-load,HundredGigE0/0/0/31packets-received,HundredGigE0/0/0/6bytes-sent,HundredGigE0/0/0/14bytes-received,HundredGigE0/0/0/10packets-received,HundredGigE0/0/0/0bytes-sent,HundredGigE0/0/0/15packets-received,HundredGigE0/0/0/16bytes-sent,HundredGigE0/0/0/29packets-sent,HundredGigE0/0/0/0packets-received,HundredGigE0/0/0/9packets-received,HundredGigE0/0/0/6output-packet-rate,HundredGigE0/0/0/14packets-received,HundredGigE0/0/0/31bytes-received,HundredGigE0/0/0/28packets-received,HundredGigE0/0/0/31packets-sent,HundredGigE0/0/0/29bytes-received,HundredGigE0/0/0/9packets-sent,HundredGigE0/0/0/28bytes-sent,HundredGigE0/0/0/10packets-sent,HundredGigE0/0/0/12bytes-sent,HundredGigE0/0/0/4packets-received,HundredGigE0/0/0/11packets-received,HundredGigE0/0/0/8bytes-sent,HundredGigE0/0/0/18bytes-received,HundredGigE0/0/0/17packets-received,HundredGigE0/0/0/18packets-sent,HundredGigE0/0/0/7packets-sent,HundredGigE0/0/0/17bytes-sent,HundredGigE0/0/0/1packets-received,HundredGigE0/0/0/8packets-sent,HundredGigE0/0/0/7bytes-received,HundredGigE0/0/0/29bytes-sent,HundredGigE0/0/0/9bytes-received,HundredGigE0/0/0/6bytes-received,protocol-route-memory,HundredGigE0/0/0/10bytes-sent,HundredGigE0/0/0/0output-load,HundredGigE0/0/0/28bytes-received,HundredGigE0/0/0/14packets-sent,HundredGigE0/0/0/5packets-received,HundredGigE0/0/0/6packets-received,HundredGigE0/0/0/16packets-received,HundredGigE0/0/0/13packets-sent,HundredGigE0/0/0/11bytes-sent,HundredGigE0/0/0/30bytes-received,HundredGigE0/0/0/6packets-sent,HundredGigE0/0/0/8bytes-received,HundredGigE0/0/0/17bytes-received,HundredGigE0/0/0/5bytes-received,HundredGigE0/0/0/15packets-sent,HundredGigE0/0/0/18packets-received,HundredGigE0/0/0/19bytes-sent,HundredGigE0/0/0/16packets-sent,HundredGigE0/0/0/1bytes-received,HundredGigE0/0/0/15bytes-sent,HundredGigE0/0/0/7packets-received,HundredGigE0/0/0/5bytes-sent,HundredGigE0/0/0/31bytes-sent,HundredGigE0/0/0/30packets-sent,HundredGigE0/0/0/1bytes-sent,HundredGigE0/0/0/12packets-sent,HundredGigE0/0/0/19output-packet-rate,HundredGigE0/0/0/19packets-sent,performance-statistics__vrf__inbound-update-messages,HundredGigE0/0/0/11bytes-received,HundredGigE0/0/0/4bytes-received,HundredGigE0/0/0/15bytes-received,HundredGigE0/0/0/5packets-sent,HundredGigE0/0/0/17packets-sent,HundredGigE0/0/0/1packets-sent,HundredGigE0/0/0/6output-load,HundredGigE0/0/0/30packets-received,HundredGigE0/0/0/31output-load,HundredGigE0/0/0/16bytes-received,HundredGigE0/0/0/10bytes-received,HundredGigE0/0/0/29packets-received,HundredGigE0/0/0/28packets-sent,HundredGigE0/0/0/11packets-sent,HundredGigE0/0/0/13packets-received,HundredGigE0/0/0/19packets-received,HundredGigE0/0/0/4bytes-sent,HundredGigE0/0/0/30output-load,HundredGigE0/0/0/9bytes-sent,HundredGigE0/0/0/7bytes-sent,HundredGigE0/0/0/30bytes-sent,HundredGigE0/0/0/12packets-received,HundredGigE0/0/0/4packets-sent,HundredGigE0/0/0/12bytes-received,HundredGigE0/0/0/30output-packet-rate,HundredGigE0/0/0/19bytes-received,HundredGigE0/0/0/14bytes-sent,HundredGigE0/0/0/18bytes-sent
37,1504285947,-1.3615683531275249,-1.3551575539892207,-0.5129250878983249,-1.353782963606526,-1.3469949060975648,-0.865306125809292,-1.3422895939266521,-1.3235218977891552,-1.361570046061887,-1.3519858890129406,-1.3438069256413294,-1.351635771081879,-1.3599024281954886,-1.433428193066005,-1.3558527334100552,-1.350262893567047,-0.2992262946817664,-1.3645839895095824,-1.3350508746121348,-1.3433934356603168,-1.3547478161786832,-1.3418131765890036,-1.3569466872663951,-1.4110962404486695,-1.358194500672675,-1.3615858433908792,-1.3542151763448118,-1.3498378116552079,-1.355312435739718,-1.3523051024764376,-1.3486754036990003,-1.3501797567564433,-1.3505160713798763,-1.3481528955638795,-1.354300049430951,-1.355707953328448,-1.3549257762405487,-1.4159597693771642,-1.3511636400694742,-1.352480908815642,-0.3205587487537622,-1.356981945156867,-0.7359611061976117,-1.347912874008347,-1.3563095277180937,-1.3533933347597225,-1.354265048762182,-1.3533377991809559,-1.355334702900009,-1.352712641817959,-1.3566684274123948,-1.3280165957933185,-1.3685683501903454,-1.347110043260836,-1.350896614107204,-1.3546615455411861,-1.3486424590327681,-1.3543044285232912,-1.3582553571795912,-1.3541166184802784,-1.3550453506378732,-1.349252861645014,-1.345968231906575,-1.3567380927497321,-1.3565386369569021,-1.3540729145064738,-1.361051436525112,1.2578558496596093,-1.3536332588412168,-1.3604329675172344,-1.3461514038046465,-1.355840209511494,-1.3493068359398344,-1.3474502418943701,-1.3515842970334289,-1.3528159129676436,-0.3495911009508778,-1.3545779878836284,-1.1317365507014936,-1.353366690002877,-1.3562144836857173,-1.3369448395295602,-1.4241037171365427,-1.352293016946589,-1.3546282936200262,-1.352251685251126,-1.3509221816015327,-0.8160621790367989,-1.3564542013466456,-1.3518957412799435,-1.3564457359199042,-1.349146761894145,-1.3516154323489054,-1.3463188491212,-0.6179053945835024,-1.3565122215002454,-1.356522996020483,-1.3511102112718445
38,1504285953,-1.3522516742325663,-1.345966977299097,-0.5828291183758384,-1.3429497242451405,-1.3370174423669436,-0.865306125809292,-1.332083013994321,-1.3144364838060167,-1.35221664797214,-1.3420407889047439,-1.3340530873451226,-1.3412701518342482,-1.3491389384783767,-1.4237355279307566,-1.3453209188625244,-1.3395199790894259,-0.2787130434080114,-1.3546529738314494,-1.3250191698016724,-1.3288194044358015,-1.3442923546549643,-1.3345499057540777,-1.3475154214325755,-1.403323616088293,-1.3474481692553215,-1.3515088686995302,-1.34561291454602,-1.33995463998631,-1.346056842858867,-1.3427168131064133,-1.3384270342274374,-1.3400773517891589,-1.3411554729193074,-1.3379900587968265,-1.3448406179515813,-1.3464114089911292,-1.3452618532547547,-1.4078039926761212,-1.341149356073649,-1.3408279220530153,-0.3205587487537622,-1.3460125776106884,-0.7359611061976117,-1.3316828697880823,-1.3458304379428883,-1.3428154613788925,-1.343556868523448,-1.3428606874819524,-1.344469405983172,-1.3420736210047708,-1.346212677733243,-1.3187670810885113,-1.3591673214507949,-1.3377463546972885,-1.3404242996073155,-1.344146073651294,-1.339170796430528,-1.3436121700487322,-1.3475911598131087,-1.3446541618868024,-1.3446596707090859,-1.3404063662636791,-1.3364962772358076,-1.346302428870828,-1.3466356983416836,-1.34485948625471,-1.3509486264621517,1.2351724833972553,-1.3428717387862825,-1.3604329675172344,-1.3365174108244633,-1.3478086428949603,-1.3391051566436813,-1.3381380983004756,-1.3410347306450623,-1.3435605572066378,-0.3495911009508778,-1.3442684494521644,-0.8578531573467517,-1.3430355718793618,-1.346239295757137,-1.3286285888185099,-1.4150555982162205,-1.3414080321031014,-1.3453622901564783,-1.3423339808760841,-1.3417242257884014,-0.8160621790367989,-1.3465868922010604,-1.3424778973914966,-1.346966981023299,-1.339030082733064,-1.3423619581732544,-1.336842969606892,-0.680673773715214,-1.3470467632976235,-1.3461840445011826,-1.3409050901547803
39,1504285958,-1.345420930010078,-1.3401747689294055,-0.6147914589052147,-1.3363180196600393,-1.3306944929406725,-1.0811674389144055,-1.3257022139771866,-1.308385662334814,-1.3467141472413289,-1.335557222518587,-1.3279052948482741,-1.3347716046657674,-1.3423359365751906,-1.409196530227884,-1.3386062275381092,-1.3326654997487328,-0.3279983103572322,-1.3486036820726899,-1.3187510617471043,-1.319103383619458,-1.3378076754339794,-1.327286634919152,-1.3413639533203123,-1.395550991727916,-1.341037330446157,-1.3444899310913523,-1.3401131986674604,-1.3339482839791703,-1.3393532989065893,-1.336356731839598,-1.3318207794160977,-1.3338061115674775,-1.334572677155522,-1.3314545889554839,-1.338337213438085,-1.3397341115332895,-1.338443524232989,-1.3916150825326978,-1.334508986859406,-1.3325224903645125,-0.3205587487537622,-1.3395974184519142,-0.7359611061976117,-1.3235063903892366,-1.339368750224941,-1.3353438919545295,-1.3360358036685926,-1.3365259791183817,-1.337697888378095,-1.3352306763101198,-1.3396440227226991,-1.3126364962801111,-1.3520940550607579,-1.3319000764267404,-1.3327095363963055,-1.3375325979167163,-1.3329659517066672,-1.3371573440412108,-1.3407858597806623,-1.3381220229727246,-1.3381029098376267,-1.3343344939204154,-1.3301033709819587,-1.3398746002087811,-1.3401957392141741,-1.3385748812088285,-1.34394318389762,1.0549027309622698,-1.3363967601691267,-1.3604329675172344,-1.3307871207246498,-1.3426691905170067,-1.3328495470921005,-1.3317548486897322,-1.3345506810809131,-1.3372403907363726,-0.49997145092727563,-1.3377854838351673,-0.8578531573467517,-1.3367539162735067,-1.3398616114201207,-1.3203123381074593,-1.406007479295898,-1.3345194245467482,-1.3395648698106228,-1.336026834876901,-1.3353892220420922,-0.8160621790367989,-1.3402266625291381,-1.3358174820924058,-1.3407237244489496,-1.332710851457836,-1.3359131583904407,-1.3310277611217771,-0.6319869049324309,-1.3408415234009166,-1.3397224564625587,-1.3345692680441024
40,1504285964,-1.3351645459577983,-1.3316885943658696,-0.6378028945471126,-1.3261319603693873,-1.3210668468746791,-1.0811674389144055,-1.3160939795257227,-1.2991435868098498,-1.3381399338429145,-1.3258330281884236,-1.3185086900581395,-1.3247080965275704,-1.332378048944878,-1.3995038650926355,-1.3286920638768074,-1.3223855008573726,-0.3643396876138229,-1.3392455156103258,-1.3094321509161548,-1.3093873628031143,-1.3279997759178324,-1.3128693153671191,-1.3323642451459892,-1.372466881785444,-1.33140779451975,-1.3341949993471751,-1.330590653518767,-1.3242971049150034,-1.3301626005530203,-1.3272760058750945,-1.3220875081651124,-1.3243849555553229,-1.3247027409921734,-1.321632825553752,-1.3284303588518067,-1.3299912238190514,-1.3279663666358288,-1.3834593058316549,-1.3247173797856364,-1.3205358742991846,-0.3205587487537622,-1.3302440310658288,-0.7359611061976117,-1.315329910990391,-1.3293075238048448,-1.323880856230167,-1.3247963230559106,-1.326556918383182,-1.3273605299303457,-1.325140747508421,-1.329751984641882,-1.303239842549556,-1.341435852218283,-1.323227046675364,-1.3211643578066676,-1.3276432784679832,-1.3238842027291118,-1.3273039480006796,-1.3306454118476143,-1.3282469297868427,-1.328327014971501,-1.3250552468850954,-1.3200861580219763,-1.3300989591671855,-1.3302234131920985,-1.329102897062624,-1.3337112301329197,0.9492990591408663,-1.3263134788702042,-1.3604329675172344,-1.3215693624540497,-1.3338043636254475,-1.3232136492813398,-1.3219622125757513,-1.3246496509336885,-1.3276770404270921,-0.49997145092727563,-1.327674387222327,-0.8578531573467517,-1.3269979851666822,-1.3303235867713228,-1.3078379620408833,-1.3879112414552535,-1.3242019557359477,-1.3310174556623968,-1.326833831089615,-1.3256018677959767,-0.7477790248399232,-1.330698427389722,-1.3258797690581146,-1.331165454297876,-1.3228124189089672,-1.3259836420631639,-1.321851089625052,-0.47350913673588985,-1.331733601975098,-1.3298900344569844,-1.3253098581941896
41,1504285969,-1.325421681179852,-1.3229313307766957,-0.6416804120489756,-1.316331570238462,-1.3113324316196655,-1.0811674389144055,-1.3065707172135537,-1.2903282912546892,-1.3292530057890661,-1.3157379276921553,-1.3090203507010656,-1.3146520389748477,-1.3218551926649817,-1.389811199957387,-1.3185800949293465,-1.3122470166769256,-0.5052873908103099,-1.3295723508073172,-1.3002707829630293,-1.2996713419867707,-1.3180792092423956,-1.3056060445321933,-1.3231460033339517,-1.3646942574250673,-1.3217291276032614,-1.3241364238123479,-1.3210077882792866,-1.3154455775599323,-1.3204173853062913,-1.318090585417937,-1.3125185569086786,-1.3146852901644632,-1.314843848079913,-1.312226054564748,-1.318528031630655,-1.3198295448214772,-1.3185766927914333,-1.375303529130612,-1.31541344378241,-1.30761002653119,-0.3205587487537622,-1.320774729180203,-0.7359611061976117,-1.3071534315915456,-1.318890440171817,-1.3119306370735855,-1.3129467606798333,-1.316388149279042,-1.317412085113338,-1.3145906169847537,-1.3199199992273003,-1.2941438174987816,-1.3316255686764273,-1.3147701472973323,-1.3090277726961561,-1.317804442189211,-1.3146521909259965,-1.3173026308444415,-1.3202546883294206,-1.3182641941458675,-1.3186490413065761,-1.3161818796017775,-1.3102609064692876,-1.3201846015883862,-1.3206959990307903,-1.3193047181640736,-1.323669984014579,0.8479170138182897,-1.316177939366167,-1.3604329675172344,-1.313201747813052,-1.3246952291086878,-1.3134848105930148,-1.312188661252357,-1.315375611897929,-1.3178582028787442,-0.6503518009036735,-1.317742789418547,-0.58396976399201,-1.3169547601951486,-1.320251408834437,-1.2995217113298327,-1.3788631225349313,-1.313544265127892,-1.3225159464496314,-1.317256895133042,-1.3160068019672144,-0.8160621790367989,-1.3211806157328465,-1.31590578688839,-1.3220624097129827,-1.3132245428717815,-1.3163117696239295,-1.3128764368368382,-0.5815328346516748,-1.3221436718255455,-1.319550175180798,-1.315576233094589
42,1504285975,-1.3157419739832177,-1.3144007271437064,-0.7549437854328369,-1.3063333923756022,-1.3018172601395779,-1.0811674389144055,-1.2970537641072288,-1.2811784615412378,-1.320427402638073,-1.306170241916925,-1.2998803795297906,-1.3043933777136703,-1.3115144098549645,-1.3752722022545143,-1.3085010868825606,-1.3022002160376283,-0.5380410595107913,-1.320000776131095,-1.2911529788526883,-1.289955321170427,-1.3083416929276752,-1.2983427736972677,-1.3140881405127207,-1.352655455784183,-1.3120635139387504,-1.3144759824461885,-1.3115326699915808,-1.3066916637586503,-1.3108895251625607,-1.3086592216313115,-1.3024460359111363,-1.3054178135145682,-1.3048756627859375,-1.3031040737079342,-1.3086437795284287,-1.3099498293293128,-1.3096538214266993,-1.362671273488395,-1.3059624525163838,-1.2948405435276273,-0.3205587487537622,-1.3112054745289672,-0.8872395852033821,-1.2989769521927002,-1.3087970657727284,-1.3010882506492314,-1.3012357865803508,-1.3060517423215172,-1.3073657451109935,-1.3037723346591201,-1.3099968087450709,-1.2847714901189127,-1.321942167975778,-1.3056831971995366,-1.2977659818721625,-1.3076162037216625,-1.3052006355765917,-1.3068537754155893,-1.3100985948971582,-1.3082867418983182,-1.308574931793235,-1.3067491231079422,-1.3006079510046227,-1.3104661129317074,-1.31122997685027,-1.3096073393613796,-1.3139230867028255,0.9159671126053517,-1.3057492894874396,-1.3604329675172344,-1.304707048431784,-1.3153713367736641,-1.30369541044533,-1.3025745394521135,-1.3062969808990461,-1.3081049005910022,-0.6503518009036735,-1.3079294616371304,-0.8578531573467517,-1.306897537654343,-1.3107873158073504,-1.2912054606187824,-1.3652909441544478,-1.3026926427069458,-1.314059258174878,-1.3080303499550696,-1.3061184899921305,-0.8160621790367989,-1.3114739752884248,-1.3059104507736337,-1.312996446789427,-1.3039458851804107,-1.3063771100912698,-1.3042997980702795,-0.6966907904666846,-1.3131049301679616,-1.309491546015711,-1.3063968410645939
43,1504285980,-1.2976723228313185,-1.2988773244767302,-0.8502328720790897,-1.288475855795654,-1.284929615846526,-1.0811674389144055,-1.2801939734759067,-1.265285262350947,-1.3045706866474776,-1.2890055037287291,-1.2834492966591178,-1.2866775104004022,-1.2945880189845198,-1.3558868719840174,-1.2908279039377606,-1.2838155129819115,-0.6376808712534067,-1.302839738730163,-1.2750033286081095,-1.2656652691295682,-1.2911166341177176,-1.276662183310309,-1.297890632485991,-1.341376384343937,-1.2951396101596075,-1.297013910612078,-1.2956165693759363,-1.2909589624310227,-1.293350748026861,-1.2917325825997945,-1.2853984673040122,-1.2881952442379432,-1.2877482104198426,-1.286607168280948,-1.291069653714601,-1.292147464984115,-1.2919373198890531,-1.3428030655851027,-1.2881304090513097,-1.2723959550064556,-0.3205587487537622,-1.294302176653982,-0.8872395852033821,-1.2745704685735897,-1.2914109083243388,-1.2816651773624181,-1.2808184136155087,-1.2883493205441368,-1.2893687166985972,-1.2855709812267457,-1.292516034820274,-1.2684628385940593,-1.3033203315477655,-1.2900182749377946,-1.2785061075260948,-1.2900834713043252,-1.2886936065261358,-1.2885846304868565,-1.2929439964909355,-1.2906976016142253,-1.291044799388161,-1.2904847556951706,-1.2834471913279333,-1.2931398428720149,-1.2940542107967548,-1.2924329940778558,-1.296256781503986,0.9492990591408663,-1.2875191286846026,-1.3604329675172344,-1.28981840230921,-1.299830880429945,-1.28660420634132,-1.2855802003075714,-1.2889496597476475,-1.2908269887884993,-0.8007321508800713,-1.2905251224299168,-0.8578531573467517,-1.289395470020957,-1.2937686512496154,-1.2704148338411558,-1.3517187657739644,-1.2841914380167112,-1.2987111537434217,-1.2911433567766575,-1.2885378913512189,-0.8160621790367989,-1.2944145035702306,-1.2885703585339974,-1.2963997205210158,-1.287213109906068,-1.2886660653013555,-1.2886220207563859,-0.6438337001595841,-1.296631122743519,-1.2922976619291122,-1.289029909992885
44,1504285986,-1.2925322273635043,-1.2944102502621118,-0.8937371689107407,-1.2834542194647343,-1.2801123053867,-0.865306125809292,-1.2752861953856067,-1.2606436314649325,-1.2998115393192913,-1.2840208492755352,-1.2787670699083182,-1.2811090628367965,-1.28936349127672,-1.346194206848769,-1.2856252513493596,-1.2781561739566387,-0.6409309131218822,-1.2977722828515736,-1.2702929269753647,-1.2559492483132246,-1.2861039865363724,-1.2693989124753833,-1.2932259110955686,-1.3336037599835604,-1.289841975470475,-1.2917215025650615,-1.2908018328753548,-1.2863251492173844,-1.2881806335102168,-1.2871690097861583,-1.2805835722395165,-1.2833004106263313,-1.2827463517601463,-1.2815515228982897,-1.2859923367823085,-1.2869223092311297,-1.2863240296422982,-1.3346472888840597,-1.2828059687763964,-1.2662106137428786,-0.3205587487537622,-1.2890194979940368,-0.8872395852033821,-1.2663939891747442,-1.2862544199289403,-1.275898793013588,-1.2750552018885988,-1.2832882237335093,-1.284305870597054,-1.2805240820887835,-1.2874929686615812,-1.2636902358850939,-1.2980976336426928,-1.2856060528796012,-1.2728644400203695,-1.2851179447733516,-1.2841415895081363,-1.2833433728089378,-1.2877705217987094,-1.2855841578388032,-1.286006654068662,-1.2856907488863893,-1.2784494161338014,-1.2880911436289944,-1.2889979609505073,-1.287349139459793,-1.2910448574330353,0.9574902747356052,-1.282261213456332,-1.3604329675172344,-1.2851889919955195,-1.2951297908286108,-1.2809897376176962,-1.2805997553220267,-1.2837533827581564,-1.2857341460254705,-0.8007321508800713,-1.2855356412292904,-0.58396976399201,-1.284370670856586,-1.2888465795084803,-1.2620985831301053,-1.342670646853642,-1.278980601521942,-1.294216523276113,-1.2863848923126806,-1.2836258291045892,-0.7477790248399232,-1.289456915049302,-1.2836132471973163,-1.291505777402594,-1.2822451122185965,-1.2836501848173327,-1.283990201040073,-0.5813925805645341,-1.2919781193907725,-1.287103560189267,-1.2840920680292403
45,1504285991,-1.285632111589778,-1.2882354170725137,-0.9390171513273572,-1.2760719279014459,-1.2732619181472136,-0.865306125809292,-1.2682054410462973,-1.2544189774651489,-1.2933960166297391,-1.2770002621931797,-1.2721119681603548,-1.2731645877153364,-1.282173938308976,-1.3365015417135204,-1.2784126219335044,-1.2703457962163265,-0.7239547099438497,-1.29079785034673,-1.2637243348963871,-1.246233227496881,-1.2789271170974497,-1.2621356416404577,-1.286735699214774,-1.3258311356231838,-1.2822961598551095,-1.284464581638859,-1.2840756725289273,-1.279881663209245,-1.2812536167681123,-1.280334824002938,-1.2736627588649705,-1.2760145222077361,-1.275732177125524,-1.2743072866422123,-1.2788675347113447,-1.279767145631244,-1.2784885976761098,-1.3264915121830168,-1.275196891435674,-1.2570718349562207,-0.3205587487537622,-1.2813642504007778,-1.0385180642091525,-1.2582175097758987,-1.2793142555771826,-1.2680172301660442,-1.266714563027772,-1.2759456387534946,-1.2769568578871373,-1.2730955048984967,-1.2803131055004495,-1.2572220931997926,-1.2911812518173555,-1.27934208008044,-1.264596503947202,-1.2779656478087722,-1.2773233352994202,-1.2754562298187313,-1.2805495622955092,-1.2784577664261894,-1.278768667258175,-1.2786933700628764,-1.2718904173283485,-1.280856986692989,-1.2820500385533906,-1.28025222712974,-1.2835837771688474,1.1784640677413702,-1.274386413636146,-1.3604329675172344,-1.2788011533524497,-1.2888673694928343,-1.2731269408357084,-1.2738180399680827,-1.276324337480688,-1.2786302446068465,-0.8007321508800713,-1.2783003594341544,-0.58396976399201,-1.2771050872061975,-1.2819539003632048,-1.2537823324190547,-1.3336225279333198,-1.2714354369982088,-1.2881295409532312,-1.2796642627149242,-1.276596791450486,-0.7477790248399232,-1.2825867604078693,-1.2767401135352359,-1.2848639693411077,-1.275676801576825,-1.2764758425876612,-1.2778809392608022,-0.60463735793999,-1.2855798667216998,-1.2803101981361273,-1.2766589565056048
46,1504285997,-1.2752922389844836,-1.2792654928466705,-0.959781801127054,-1.26674953475333,-1.263698643322995,-0.6494448127041784,-1.258476069842621,-1.245526849920919,-1.2842576006630815,-1.2674304399984326,-1.2628086403254442,-1.2623307506077417,-1.2716424803894906,-1.326808876578272,-1.2683411083995517,-1.2597537002050458,-0.7527970728459059,-1.280997360832447,-1.2547359816859378,-1.2316591962723658,-1.2691934866792516,-1.2477183220884245,-1.2778993309075362,-1.3104027684717592,-1.271802238791388,-1.274858895240155,-1.2749115591686573,-1.2704210458200846,-1.271598725217687,-1.2711761108156632,-1.2642644697486056,-1.2661640540046353,-1.2656090162743945,-1.2648752382606678,-1.268971872618752,-1.2699334581204837,-1.2683198979956123,-1.3183357354819738,-1.2655683834050242,-1.2447257794009072,-0.3205587487537622,-1.2704783853408994,-1.0385180642091525,-1.241987505555634,-1.2689834259851747,-1.2568093843962482,-1.255351755304937,-1.2660325046688896,-1.2673150628666507,-1.2625911652166315,-1.2702742932734026,-1.2479986063886663,-1.2806610511933867,-1.2709528271133088,-1.2534386948618292,-1.2682417481566621,-1.2682054163123229,-1.2648193313286997,-1.270127709542458,-1.2685433687156482,-1.2691806050258656,-1.2689184678207277,-1.2628669035902476,-1.2711721613900338,-1.2723121650293732,-1.2703384003603413,-1.27376692359539,1.2744903182520022,-1.2638117695802975,-1.3604329675172344,-1.269551833029672,-1.2797400709627187,-1.262497800660792,-1.264362568487798,-1.2665706383534234,-1.2686934354924841,-0.9511125008564691,-1.2682741456124837,-0.58396976399201,-1.2675103024137022,-1.2727484863420881,-1.241307956352479,-1.3200503495528364,-1.2607621362986134,-1.279436292117108,-1.2701000680903884,-1.2669925528909205,-0.7477790248399232,-1.2732636231474153,-1.2666105832649561,-1.2755914606239354,-1.2666449550412302,-1.2666520458930628,-1.269509238302423,-0.580027440783031,-1.276431940491379,-1.2702092440741655,-1.2666512885461214
47,1504286002,-1.2653542164357514,-1.269923998762895,-1.0400681565044159,-1.2569314816872068,-1.2542761278701207,-0.6494448127041784,-1.248859100510056,-1.2365959568299245,-1.2754288283389326,-1.2569785930498563,-1.2536050865857882,-1.2523858166669284,-1.2616380170493893,-1.3171162114430235,-1.2581907429524184,-1.2491025506255862,-0.7612950178180239,-1.2714089357124223,-1.2455868929906315,-1.2219431754560222,-1.2593188355664031,-1.2404550512534989,-1.2687626849167533,-1.3026301441113826,-1.261415152379268,-1.265251805825588,-1.2657093930838892,-1.261210232944736,-1.2620624776919371,-1.261832722415589,-1.254529284846236,-1.2567023973291584,-1.2557717398110577,-1.2553039781960498,-1.2590507119020888,-1.2604436420870764,-1.2586009617712568,-1.3101799587809309,-1.2554665670599663,-1.232722560867067,-0.3205587487537622,-1.2597701091110434,-1.0385180642091525,-1.2338110261567883,-1.2586805269712933,-1.2456741065652144,-1.2444743070513513,-1.25615643093977,-1.2574116102584179,-1.2519100001815797,-1.2604056065651914,-1.2387394078090361,-1.2705185409947413,-1.2623772090437058,-1.241966132637849,-1.2580908024591608,-1.25869340669243,-1.2542852581620416,-1.2600240502909033,-1.2586165217493377,-1.2590583542626343,-1.2602474454635515,-1.2535504265681914,-1.2613587850634682,-1.262716858317883,-1.260592179620741,-1.2640847548438356,1.3843156165722328,-1.253192368005479,-1.3604329675172344,-1.2605911976213735,-1.2708544292069002,-1.2527435508084808,-1.2549648575769672,-1.2567943493175022,-1.2589087806676924,-0.9511125008564691,-1.2583764867780398,-0.58396976399201,-1.257849131307404,-1.2627560869469419,-1.2329917056414283,-1.3110022306325142,-1.2496485331054252,-1.2701834649455368,-1.260892153792466,-1.2572283251760052,-0.8160621790367989,-1.2636479929142488,-1.2567950681130182,-1.2663728530859097,-1.2575875813238957,-1.2567182068823395,-1.2611278800043901,-0.6175781350468407,-1.267385071317022,-1.2599375239580954,-1.2572165323351137
48,1504286008,-1.2556280600361676,-1.2606166731746993,-1.0351578422847667,-1.2470347518581002,-1.2446574312357537,-0.6494448127041784,-1.2389888441273296,-1.2275333172988858,-1.2671029827602867,-1.2464967729267262,-1.2442679422289726,-1.2421357048746475,-1.2511917764081555,-1.302577213740151,-1.24808518837736,-1.2387239005461321,-0.8158281878708871,-1.262125935316287,-1.236085177884565,-1.2122271546396786,-1.2492943509588157,-1.2331917804185732,-1.259282316980839,-1.294857519751006,-1.2512011510523973,-1.2554901443346798,-1.2567017984772155,-1.2518966861282412,-1.2523702291520686,-1.2526631222270972,-1.2448778983992965,-1.2465238927796558,-1.2455573486244595,-1.2454805405774092,-1.2490705761971768,-1.2505229771913682,-1.248543075271667,-1.2939910486375075,-1.245199004173209,-1.2211299597057215,-0.3205587487537622,-1.249535334164015,-1.0385180642091525,-1.2256345467579428,-1.2483290416020387,-1.235193052637841,-1.233750014226201,-1.2461128778516335,-1.2473751689042603,-1.241652718286268,-1.2502847503726051,-1.2295858477484956,-1.260830567204632,-1.2535527531207007,-1.2311409622226583,-1.247918558116893,-1.249455282053997,-1.244319187617185,-1.249468052248389,-1.2486243960503052,-1.2487092629145478,-1.251144043296052,-1.244030819931729,-1.2513400878251064,-1.253431892080702,-1.25069796821067,-1.254303503195647,1.1383271113271496,-1.2431671769520223,-1.3604329675172344,-1.2517718821683614,-1.2620698294502666,-1.2427162348131897,-1.2453365366470264,-1.2468268897857622,-1.2490095742931946,-0.9511125008564691,-1.248265333576672,-0.58396976399201,-1.2477378615744146,-1.2523490900250505,-1.2246754549303778,-1.3019541117121918,-1.239179201859144,-1.2611502920148683,-1.2512227353418262,-1.246988413487256,-0.8843453332336746,-1.2537719775200697,-1.2466842253818473,-1.2574489875742492,-1.2480311031316136,-1.2464967097258524,-1.252261087315499,-0.8155327536372573,-1.2579944235232576,-1.2497906947913597,-1.2468754415855277
