,Time,HundredGigE0/0/0/8packets-received,HundredGigE0/0/0/13bytes-received,HundredGigE0/0/0/13bytes-sent,HundredGigE0/0/0/0packets-sent,HundredGigE0/0/0/31packets-received,HundredGigE0/0/0/6bytes-sent,HundredGigE0/0/0/14bytes-received,HundredGigE0/0/0/10packets-received,HundredGigE0/0/0/0output-drops,HundredGigE0/0/0/0bytes-sent,HundredGigE0/0/0/15packets-received,HundredGigE0/0/0/16bytes-sent,HundredGigE0/0/0/0packets-received,HundredGigE0/0/0/9packets-received,HundredGigE0/0/0/3packets-sent,HundredGigE0/0/0/31bytes-received,HundredGigE0/0/0/14packets-received,HundredGigE0/0/0/31packets-sent,HundredGigE0/0/0/2packets-sent,HundredGigE0/0/0/9packets-sent,HundredGigE0/0/0/10packets-sent,HundredGigE0/0/0/12bytes-sent,HundredGigE0/0/0/4packets-received,HundredGigE0/0/0/11packets-received,HundredGigE0/0/0/13output-packet-rate,HundredGigE0/0/0/8bytes-sent,HundredGigE0/0/0/18bytes-received,HundredGigE0/0/0/17packets-received,backup-routes-count,HundredGigE0/0/0/18packets-sent,HundredGigE0/0/0/7packets-sent,HundredGigE0/0/0/17bytes-sent,HundredGigE0/0/0/1packets-received,HundredGigE0/0/0/8packets-sent,HundredGigE0/0/0/7bytes-received,HundredGigE0/0/0/9bytes-received,HundredGigE0/0/0/6bytes-received,protocol-route-memory,HundredGigE0/0/0/10bytes-sent,HundredGigE0/0/0/14packets-sent,HundredGigE0/0/0/5packets-received,HundredGigE0/0/0/2packets-received,HundredGigE0/0/0/6packets-received,HundredGigE0/0/0/16packets-received,HundredGigE0/0/0/1output-drops,HundredGigE0/0/0/31output-drops,HundredGigE0/0/0/13packets-sent,HundredGigE0/0/0/11bytes-sent,HundredGigE0/0/0/30bytes-received,HundredGigE0/0/0/6packets-sent,HundredGigE0/0/0/8bytes-received,HundredGigE0/0/0/17bytes-received,HundredGigE0/0/0/3packets-received,HundredGigE0/0/0/2bytes-sent,HundredGigE0/0/0/5bytes-received,HundredGigE0/0/0/15packets-sent,HundredGigE0/0/0/18packets-received,HundredGigE0/0/0/19bytes-sent,HundredGigE0/0/0/16packets-sent,HundredGigE0/0/0/1bytes-received,HundredGigE0/0/0/15bytes-sent,HundredGigE0/0/0/7packets-received,HundredGigE0/0/0/5bytes-sent,HundredGigE0/0/0/31bytes-sent,HundredGigE0/0/0/30packets-sent,HundredGigE0/0/0/1bytes-sent,HundredGigE0/0/0/12packets-sent,HundredGigE0/0/0/19packets-sent,performance-statistics__vrf__inbound-update-messages,HundredGigE0/0/0/11bytes-received,HundredGigE0/0/0/4bytes-received,HundredGigE0/0/0/2bytes-received,HundredGigE0/0/0/15bytes-received,HundredGigE0/0/0/5packets-sent,HundredGigE0/0/0/17packets-sent,HundredGigE0/0/0/1packets-sent,HundredGigE0/0/0/30packets-received,HundredGigE0/0/0/3bytes-received,HundredGigE0/0/0/30output-drops,HundredGigE0/0/0/16bytes-received,HundredGigE0/0/0/10bytes-received,HundredGigE0/0/0/3bytes-sent,HundredGigE0/0/0/1output-packet-rate,HundredGigE0/0/0/11packets-sent,HundredGigE0/0/0/13packets-received,HundredGigE0/0/0/19packets-received,HundredGigE0/0/0/4bytes-sent,HundredGigE0/0/0/9bytes-sent,HundredGigE0/0/0/7bytes-sent,HundredGigE0/0/0/30bytes-sent,HundredGigE0/0/0/12packets-received,HundredGigE0/0/0/4packets-sent,HundredGigE0/0/0/12bytes-received,HundredGigE0/0/0/19bytes-received,HundredGigE0/0/0/14bytes-sent,HundredGigE0/0/0/18bytes-sent
248,1519090905,-1.136558227820688,-1.1461627599160142,-1.1416448198851097,-1.1401693229977758,-1.1376766343708382,-1.158148887067167,-1.1503786607759816,-1.1389622458870332,-1.1378561538387282,-1.1400529884126664,-1.1457581260903422,-1.1223006038462209,-1.138777853263977,-1.1426913431224135,-1.1390652195642943,-1.1370847912658182,-1.152581075837185,-1.1383965515139591,-1.1302240602439462,-1.1361399688426292,-1.135867546373333,-1.1384164381883328,-1.1482019304164583,-1.15007508077095,0.22711764731328576,-1.1459485983622524,-1.1261574584045007,-1.1256808375820906,0.04556453176212758,-1.121481679931382,-1.143727445108941,-1.1206024505528787,-1.1390882967247529,-1.1472752081637916,-1.1404388847528222,-1.1432038908005355,-1.1409727866357577,0.056297157443045316,-1.134341089894291,-1.1432202579141373,-1.1389919916434825,-1.1307073694880467,-1.1419787313856375,-1.1241649239489673,-1.1884485325249845,-1.1573551307650958,-1.142545514471008,-1.144089032656419,-1.1370853830630816,-1.1557505948336868,-1.135585784818528,-1.1254562084322517,-1.1368606927413374,-1.1300031465179086,-1.1378995235895404,-1.1516569420744,-1.1263055720141553,-1.1221715842586935,-1.123008509240816,-1.1383750650844886,-1.1518358022901853,-1.142347893842027,-1.1471861797702716,-1.1381193269087495,-1.1387595482829762,-1.1403205651936172,-1.1387323306449466,-1.1232813166778142,-1.1983106500147231,-1.1494878483495967,-1.1489140247116334,-1.1306010064859464,-1.151568915721837,-1.1476364734489035,-1.1222041794905644,-1.140577109235462,-1.1384477105538713,-1.1380994755021867,-1.1338830600091594,-1.1217500974959729,-1.1395174846340426,-1.1387944636050527,0.2152921802474254,-1.1434440101586498,-1.1441993144572737,-1.1239505843771471,-1.1423838253638852,-1.134972219872725,-1.1418773593557028,-1.1375951144972198,-1.1521041602464575,-1.1427130748654284,-1.156104309021958,-1.1235411905766852,-1.143326176398741,-1.1213541392156992
249,1519090911,-1.134179152529642,-1.143728042293053,-1.1391752634638226,-1.137736224168383,-1.1352578578475043,-1.155900872631793,-1.1480144320569576,-1.1365897346875042,-1.1355336001983973,-1.1376219818539668,-1.1434479888176672,-1.1198763481993896,-1.1363742112537436,-1.1402483055719483,-1.137203181848874,-1.134659394301397,-1.1501892975486845,-1.1359759841591388,-1.1302240602439462,-1.133664104684202,-1.1334059720525076,-1.135993174571843,-1.1457343060657448,-1.147656141144847,0.2473604344509453,-1.143520318404863,-1.1237598163313987,-1.1232671065627484,0.04556453176212758,-1.1190008486537772,-1.1413212404181852,-1.1182262216756487,-1.1366952736647862,-1.1448506770593256,-1.137999447620209,-1.1408104460372335,-1.138589246321361,0.056297157443045316,-1.1318646013056464,-1.1407175973388977,-1.1365052672578881,-1.1307073694880467,-1.139564011213681,-1.1216564335838952,-1.1873309328502966,-1.1551330946206417,-1.1400693776525341,-1.1415966924176997,-1.1346508137443618,-1.1534843207675751,-1.1332342733578624,-1.1230135935057861,-1.1283295799237145,-1.1300031465179086,-1.135404942881757,-1.1493954765456935,-1.1239063822361335,-1.1197321962165498,-1.1205709696849318,-1.13596406794295,-1.1496037082788628,-1.1398742382250484,-1.144857389879255,-1.135708127568047,-1.1363231778801146,-1.1378894210903776,-1.1363076338560003,-1.1208397071578782,-1.1983106500147231,-1.1470686624735664,-1.1464475240100087,-1.1306010064859464,-1.1494396774284612,-1.145310689742772,-1.1198012389665077,-1.1381375410790606,-1.1359999755257608,-1.1276876427602094,-1.1317683267907683,-1.1191965895471647,-1.1371497235089039,-1.1358675571849521,0.22432100024615703,-1.1409705638601007,-1.1417223300233073,-1.1215404226418524,-1.1400751732472212,-1.132469526097726,-1.1394503934298406,-1.1351691342490857,-1.1497058163639702,-1.14038948572672,-1.1537574954718437,-1.121076950392766,-1.140820940271066,-1.118860742464733
250,1519090916,-1.1315401001443597,-1.1413891567880732,-1.136515467596995,-1.1353015839675877,-1.1328622376887811,-1.1534832972449895,-1.144913943592938,-1.1337135428534033,-1.1333766774559235,-1.1352094773381358,-1.1409408302608255,-1.1185325982708867,-1.133982751939367,-1.1371797535164403,-1.137203181848874,-1.1322496821101957,-1.1470958624815966,-1.1335577952012745,-1.1302240602439462,-1.130946612286798,-1.1305900612136854,-1.1335481773549239,-1.1431309502961222,-1.1451376467054852,0.43221931757539317,-1.1406865251161853,-1.1222579265937183,-1.121833165090622,0.04556453176212758,-1.117492618046418,-1.138659269136147,-1.1167479642686822,-1.134317474956681,-1.142000477400515,-1.1357385353247031,-1.1376610118826764,-1.1357711405339221,1.1573038906894995,-1.1290368623014764,-1.1377862141497483,-1.134055422412662,-1.1307073694880467,-1.1367567998592827,-1.1201846738434942,-1.1858965612932924,-1.1532955927494748,-1.1373801595588728,-1.1385911933542625,-1.1322422436383885,-1.1510592910105337,-1.1306809737069081,-1.1215939964020392,-1.1283295799237145,-1.1300031465179086,-1.1329971999796031,-1.1464282961868177,-1.1224051213595778,-1.118254208011081,-1.1191832658689658,-1.1335528281783,-1.1465991119319825,-1.1375641357985233,-1.142103446212287,-1.1333065014575896,-1.133905517932397,-1.135735146403503,-1.1338083220093471,-1.119364084142252,-1.1848961664207558,-1.1446047156032604,-1.1439466439924924,-1.1306010064859464,-1.1466838109280515,-1.1425477588200028,-1.1183023431082373,-1.1359260518230878,-1.1335764140080495,-1.1276876427602094,-1.1300108833747384,-1.1177273969001753,-1.134203935522262,-1.1358675571849521,-0.024925149490624476,-1.138018050911517,-1.1393113906295518,-1.1200389773063968,-1.1374294315578077,-1.1297684833003794,-1.136786355181829,-1.1327711908111546,-1.1467011719157236,-1.137769571382995,-1.150797455414813,-1.1195456408303717,-1.1379074928597432,-1.117367366156038
251,1519090922,-1.1287498686965955,-1.1382244698285873,-1.1336814825693902,-1.13296884782393,-1.130463441822037,-1.1471527364216605,-1.1404636610016685,-1.129798743390538,-1.132473755413999,-1.1328800676515272,-1.137570343962915,-1.1185325982708867,-1.1316168826046158,-1.1337457444146133,-1.137203181848874,-1.1298689959779737,-1.1426306057072892,-1.1311778068748428,-1.1302240602439462,-1.12890122238666,-1.1277228088065232,-1.1308840769162176,-1.1397589158194086,-1.1406864294426164,0.8023748296595277,-1.136424323548366,-1.1222579265937183,-1.1218331640376895,0.04556453176212758,-1.1174926175839393,-1.1364669375402034,-1.1167479642686822,-1.1319128374684375,-1.137484809778291,-1.133526212997656,-1.13397839806148,-1.1331677868122079,1.1573038906894995,-1.1265098871935708,-1.1354167686397556,-1.1317749776717907,-1.1307073694880467,-1.1340105232523499,-1.1201846738434942,-1.1679936110904876,-1.1514156980619306,-1.1344482505128242,-1.1334823705621864,-1.12984587190957,-1.1453093010938302,-1.127903677259988,-1.1215939963868709,-1.1283295799237145,-1.1300031465179086,-1.1307302416503375,-1.1408269899321202,-1.1224051203393641,-1.1182542080013231,-1.1191832658689658,-1.1311771451668822,-1.1406608974278298,-1.1351668830328396,-1.1385417622058653,-1.1309337853094783,-1.1315004182191841,-1.1330705435170183,-1.1311262766209629,-1.1193640837600507,-1.1848961664207558,-1.1403974206563159,-1.140641136567863,-1.1306010064859464,-1.1422669398738061,-1.1387914449017555,-1.1183023422922986,-1.133255757611178,-1.131103634364878,-1.1276876427602094,-1.128704364329965,-1.1177273969001753,-1.1300028741205237,-1.1358675571849521,0.32849319026077944,-1.1331609271848866,-1.1363787278131232,-1.1200389746785222,-1.1347012388929214,-1.1277732546697143,-1.134836059686518,-1.130406543478919,-1.1424820521139543,-1.135115083060522,-1.1458105503636502,-1.1195456407711941,-1.1355580753547656,-1.1173673661440062
252,1519090927,-1.125806167657617,-1.1346881931062418,-1.1307800128507717,-1.130470435057948,-1.1278902575563494,-1.1400414020897642,-1.1358496827365396,-1.1260930730876282,-1.1314293461630898,-1.1303811028081663,-1.134015812471449,-1.1185325982708867,-1.12908190595151,-1.1302098912570138,-1.137203181848874,-1.1273244855470013,-1.1379177239090654,-1.1286550516272449,-1.1302240602439462,-1.1267113539542235,-1.1246011257494553,-1.1281684614294731,-1.1360818634043504,-1.1357449327999711,1.013865222922416,-1.1318813770743401,-1.1222579265937183,-1.1218331629847569,0.04556453176212758,-1.1174926175839393,-1.134044325834665,-1.1167479642444778,-1.1293576764707849,-1.1326790342834199,-1.131214142453621,-1.1302137989804004,-1.130322811910125,1.1573038906894995,-1.1237378234625204,-1.132982011063751,-1.1292521707683805,-1.1307073694880467,-1.1310322375305535,-1.1201846738434942,-1.1536356585819163,-1.1486962960565135,-1.1314644551562612,-1.128049403039134,-1.1272852666754012,-1.138882574295266,-1.124956150735855,-1.1215939963717023,-1.1283295799237145,-1.1300031465179086,-1.128205489329918,-1.1348838609226393,-1.1224051203393641,-1.1182542080013231,-1.1191832658689658,-1.1286481201760177,-1.1344990888971886,-1.1326446777439092,-1.1347901698527771,-1.128401897984364,-1.1289140635095898,-1.130272029111689,-1.128351760992528,-1.1193640837600507,-1.1848961664207558,-1.1357756297874626,-1.136967029957829,-1.1306010064859464,-1.1377415829698088,-1.1348561404518176,-1.1183023414763598,-1.1304243659748823,-1.1284583598583326,-1.1276876427602094,-1.1266879474089133,-1.1177273969001753,-1.1261933261202761,-1.1358675571849521,0.6205324599447383,-1.1280044059844296,-1.1331707228247196,-1.1200389733645848,-1.1316935395648093,-1.125655410144892,-1.1326859973463916,-1.1278720099457604,-1.137864198757622,-1.1321955495594354,-1.1403138618267368,-1.1195456407514683,-1.133160510996893,-1.1173673661440062
253,1519090933,-1.1231517031552114,-1.1314127280960908,-1.1281425091626514,-1.1282148315371452,-1.125537310132622,-1.133743338374717,-1.1315532115680416,-1.1227260893582485,-1.1305204531013364,-1.1281268064232544,-1.1308622831323516,-1.1185325982708867,-1.1267726061838073,-1.1269104858176215,-1.137203181848874,-1.1250123917771548,-1.1335415866450163,-1.1263641931658883,-1.1216948903255484,-1.1246891900310052,-1.1217675664110152,-1.1255719758408282,-1.1327596839670724,-1.1312953941577415,1.1874491930473376,-1.1277358210652098,-1.1222579265937183,-1.1218331629847569,0.04556453176212758,-1.1174926171214605,-1.1318763557345144,-1.1167479642444778,-1.127021006790463,-1.1282788486701574,-1.1291220047503365,-1.1267556067912963,-1.1277578926831795,1.1573038906894995,-1.1212543212831565,-1.1307571673238095,-1.12701591618853,-1.1221736621992635,-1.1283429287609794,-1.120184671839329,-1.1395980371902936,-1.1464179520795534,-1.1287252362633693,-1.1232157612033982,-1.1249597985781035,-1.133133270642356,-1.122281875035615,-1.1215939963717023,-1.1283295799237145,-1.121850675021431,-1.1259690345046243,-1.129558322270875,-1.1224051193191504,-1.1182542080013231,-1.1191832658689658,-1.126349092203621,-1.1289295013463958,-1.1303741720121965,-1.1312649561376338,-1.1260999476866547,-1.1265688361842796,-1.1277511768025659,-1.1257321609731192,-1.1193640837600507,-1.1848961664207558,-1.1315437747229287,-1.1336351329069996,-1.1224442344260228,-1.133791659623169,-1.1311938804779837,-1.1183023414763598,-1.1278833356749716,-1.1260642684996653,-1.1276876427602094,-1.1249902048307954,-1.1177273968549102,-1.1227365953524533,-1.1358675571849521,0.7940929014885244,-1.1233904744566299,-1.1302162229296575,-1.1200389733645848,-1.1289097974938247,-1.123704308945889,-1.130762268591467,-1.1255690958056053,-1.1336698307163358,-1.1294873495877207,-1.1352748796673025,-1.1195456407514683,-1.130972528339424,-1.1173673661319743
254,1519090939,-1.1203351277107405,-1.1278735698763505,-1.125363858538843,-1.1258435897131673,-1.1230799757340038,-1.1269841287728943,-1.1271048363201546,-1.1192109920703301,-1.1296218578853747,-1.125758432007964,-1.127482279474565,-1.1185325982708867,-1.1243507191839361,-1.123563576571098,-1.1353411441334536,-1.1225985736207083,-1.1289859596940222,-1.1239658325790058,-1.1216948903255484,-1.1225918123550118,-1.1187576131430106,-1.122951738160211,-1.129280536822525,-1.1266457332000177,1.3519233174118863,-1.12340356226172,-1.1222579265937183,-1.1218331619318243,0.04556453176212758,-1.1174926171214605,-1.1295970481328206,-1.1167479642444778,-1.1245900724222841,-1.1237002414491193,-1.1268907719572974,-1.1233047447385085,-1.1250334736161338,1.1573038906894995,-1.1185856308710427,-1.128482409255318,-1.1246535217122198,-1.1221736621992635,-1.1255329545153894,-1.120184671839329,-1.1198264888052876,-1.1441952441757002,-1.1258480140445946,-1.118060914642421,-1.1225267876040026,-1.1269937040958031,-1.1194705227487656,-1.1215939963565338,-1.1197984671060917,-1.121850675021431,-1.12361361630609,-1.124013650387145,-1.1224051193191504,-1.1182542080013231,-1.1191832658689658,-1.1239418009361137,-1.1231925812317771,-1.127966844477711,-1.1276626256142828,-1.1236967051304987,-1.124120147441789,-1.125067994450612,-1.1230623669588478,-1.1193640837600507,-1.1848961664207558,-1.1271038240394118,-1.130154147600293,-1.1224442344260228,-1.1295533546938799,-1.1274390263770555,-1.1183023414763598,-1.1251871203417825,-1.1235557149378845,-1.1200921254320457,-1.1232113592275899,-1.1177273968549102,-1.1191122894592478,-1.1329406507648518,0.9942801732216654,-1.1185029273718587,-1.1270469391279894,-1.1200389733645848,-1.1259980981381368,-1.121688248447823,-1.1287459486578981,-1.1231629041785636,-1.1292800883597414,-1.1266585375056999,-1.13006243041681,-1.1195456407514683,-1.1287374544508324,-1.1173673661319743
255,1519090944,-1.1175642028622013,-1.1243815124889591,-1.1225997176414586,-1.123480452749047,-1.1206315765005483,-1.1202477699944455,-1.1226588688395878,-1.1156976413265283,-1.1286260821582879,-1.1234016031368366,-1.1241776728705908,-1.1185325982708867,-1.1219310101032611,-1.120200098779175,-1.1353411441334536,-1.120184718739404,-1.1244454516025666,-1.1215681914542506,-1.1216948903255484,-1.1205441963939884,-1.1157810092067328,-1.1203614849631487,-1.125783939446567,-1.1220643400887103,1.4731552518359643,-1.1190329713916614,-1.1222579265937183,-1.1218331598259592,0.04556453176212758,-1.1174926171214605,-1.127313861697773,-1.116747964171864,-1.1221571832713775,-1.1190915201133795,-1.1246652511036732,-1.1198066593199074,-1.1222363830683257,1.1573038906894995,-1.1159633867026642,-1.1261398116207844,-1.1222851302161136,-1.1221736621992635,-1.122666940454297,-1.1201846698351636,-1.1027670772104479,-1.1418437743898446,-1.122988195929975,-1.112915771435211,-1.120097301114241,-1.1209151085767255,-1.116737809837063,-1.1215939963261967,-1.1197984671060917,-1.121850675021431,-1.12126755386129,-1.1184181274738008,-1.1224051172787228,-1.118254207981807,-1.119183265224724,-1.121540054132644,-1.1173756784563902,-1.125575706099476,-1.124111294298258,-1.1212943254933763,-1.1216718732999038,-1.1224015179610587,-1.1204295721230577,-1.119364082995648,-1.179785886956387,-1.122767966060764,-1.1266353324917444,-1.1224442344260228,-1.1253867161041844,-1.1237268960250493,-1.1183023398444822,-1.1225063501577746,-1.1210576136826111,-1.1200921254320457,-1.121452648576793,-1.1177273968398218,-1.1155476927993613,-1.1329406507648518,1.1412877479932895,-1.1135994567261607,-1.1239012955225691,-1.1200389720506476,-1.1230559915649303,-1.1197290802756688,-1.1267308457291252,-1.1207590430453074,-1.1248869652948916,-1.1238040321138183,-1.1248370716293783,-1.1195456407514683,-1.126429980713831,-1.1173673661319743
256,1519090950,-1.1147533233269402,-1.1209783696610185,-1.1198284802968024,-1.121102363852744,-1.1181690582538888,-1.113519104969548,-1.1182588622861784,-1.1121361058175836,-1.127634114038048,-1.121009359141078,-1.120838130278027,-1.1185325982708867,-1.1194994641852714,-1.1167906513765755,-1.1353411441334536,-1.1177568066478725,-1.1199373794236749,-1.1191606002627332,-1.1216948903255484,-1.118467345811011,-1.1127802126080055,-1.1176730477430765,-1.1222128873370776,-1.1174712084542007,1.5719083460721093,-1.1146508403142699,-1.1222579264575954,-1.1218331514024986,0.04556453176212758,-1.1174926134216305,-1.125007691078856,-1.11674796388141,-1.1196981075167272,-1.1144238617589475,-1.1223628590797325,-1.1162909323759655,-1.1194682239387348,1.1573038906894995,-1.1133242804787993,-1.1237661415494993,-1.1199004112558983,-1.1221736621992635,-1.1197917345229051,-1.120184663822668,-1.0857183433195066,-1.1395163679853284,-1.1201125837208357,-1.1078371473188937,-1.1176547753476622,-1.1148045938641036,-1.1139440930485875,-1.1215939962200174,-1.1197984671060917,-1.121850675021431,-1.1188968928656158,-1.1128631910732159,-1.1224051111574402,-1.1182542079330167,-1.1191832620035151,-1.1191254890001157,-1.1116340111508816,-1.1231147253638623,-1.1204918372287163,-1.118879146707555,-1.119187533580314,-1.1197136205873714,-1.1177029054980434,-1.119364081084641,-1.179785886956387,-1.1184470958543575,-1.1230335922935852,-1.1224442344260228,-1.121178635311524,-1.1199451788379746,-1.118302329237278,-1.1197932272796336,-1.1185363139845,-1.1200921254320457,-1.1197738089172828,-1.1177273967342032,-1.111958411959693,-1.1329406507648518,1.280761620413719,-1.1087455968570639,-1.1208046926414172,-1.1200389602252119,-1.1201788982608862,-1.1177242204462723,-1.1246706089281004,-1.118342162021422,-1.1204545833623982,-1.1210023879150617,-1.1194693080702545,-1.119545640534484,-1.1240903024230908,-1.1173673660477519
257,1519090955,-1.1094071117800584,-1.1143289190811494,-1.1144737212483113,-1.1165747754629611,-1.113469522756937,-1.1007428028439579,-1.1098503282807912,-1.1055443930772222,-1.125718368574743,-1.1164791911187493,-1.114579739545086,-1.1185325966865618,-1.114875738178757,-1.110391795495001,-1.1241689178409315,-1.113143617572291,-1.1113139720399976,-1.1145824611029076,-1.1131657204071506,-1.1145077124509886,-1.1070708032263405,-1.112525830873044,-1.1154819120563784,-1.1085984072306854,1.7082484272961822,-1.106272278336656,-1.1222579263214725,-1.1218331398202406,0.04556453176212758,-1.1174926060219705,-1.1206767131610569,-1.1167479619692529,-1.1150184794192055,-1.105587555584445,-1.1180098573412427,-1.1095838896734138,-1.114190865431152,1.1573038906894995,-1.1082884011429475,-1.1192697967228133,-1.1152958218296798,-1.1136399549104803,-1.1143343409978477,-1.1201846527997592,-1.047481485659719,-1.1349480681903634,-1.1146226403661967,-1.0981551491088033,-1.1129991458836028,-1.1031608081699558,-1.108643276354754,-1.1215939960986694,-1.1197984671060917,-1.1136982035249532,-1.1142834889440225,-1.1021652423614123,-1.1224050958542338,-1.118254207113338,-1.1191832516956473,-1.1145058204575662,-1.1005229732709176,-1.118415421444231,-1.113485056674002,-1.1142817458276213,-1.1144882733417774,-1.1145549338328993,-1.1124958656148294,-1.1193640757338215,-1.179785886956387,-1.1100277750509204,-1.1162752327749283,-1.1131526071229791,-1.1133064529627352,-1.1126309984556564,-1.118302321893829,-1.1146035760668465,-1.1137277552509026,-1.1200921254320457,-1.116280394674331,-1.1177273966134962,-1.105297047085283,-1.1219711145295193,1.4833844018129896,-1.0995249826343798,-1.1148113181527568,-1.1200389431440272,-1.1146478121397125,-1.1139568155617823,-1.1208555093430557,-1.1137402026713517,-1.1119602346647872,-1.115591442737452,-1.109268825482895,-1.1195456403372255,-1.1196533125721608,-1.1173673650009874
258,1519090961,-1.1091683951918778,-1.1140550291529905,-1.1142356187629305,-1.1163668941153073,-1.113247142648676,-1.1001694115656575,-1.1094793333491857,-1.1052580661946547,-1.1255300651088402,-1.1162719256595197,-1.1143278185159726,-1.1185325966865618,-1.1146593350219889,-1.1100904486466665,-1.1241689178409315,-1.1129242297202486,-1.1109300139820395,-1.1143642848687565,-1.1131657204071506,-1.1143375538133113,-1.1068319486525438,-1.1123076371454705,-1.115183600803255,-1.1082007068001496,1.7138444754061255,-1.1059331605800948,-1.1222579263214725,-1.1218331398202406,0.04556453176212758,-1.1174926060219705,-1.1204823650543554,-1.1167479619692529,-1.1148188909880745,-1.1052139742278921,-1.1178074985721926,-1.109268065712121,-1.1139744402901819,1.1573038906894995,-1.1080786819505466,-1.1190593669336688,-1.115089672311088,-1.1136399549104803,-1.1140997471486238,-1.1201846527997592,-1.0439044548537908,-1.1344794680265347,-1.1143778979015322,-1.0976904586372789,-1.1127792960509229,-1.102629587901043,-1.1084044914789535,-1.1215939960986694,-1.1197984671060917,-1.1136982035249532,-1.1140769043846992,-1.1016816925878052,-1.1224050958542338,-1.118254207113338,-1.1191832516956473,-1.1143098477523403,-1.10001424018379,-1.1181929264367467,-1.1131861674898738,-1.1140622990070679,-1.1142654968427823,-1.1143343857425547,-1.1122757970769384,-1.1193640757338215,-1.179785886956387,-1.1096383332281905,-1.1159733486315953,-1.1131526071229791,-1.1129988574857597,-1.112317010259363,-1.118302321893829,-1.1143839671877358,-1.1134992642607828,-1.1200921254320457,-1.115972280621122,-1.1177273966134962,-1.1049966073105268,-1.1219711145295193,1.4783337570389772,-1.0990866708653966,-1.1145629473604193,-1.1200389431440272,-1.1143863439196258,-1.113797143804464,-1.1206901709893475,-1.1135210556571709,-1.1116010839681052,-1.1153372830118793,-1.1088318524694603,-1.1195456403372255,-1.11944364403143,-1.1173673650009874
259,1519090966,-1.1063258048735993,-1.1106054673200603,-1.1114027274077605,-1.1139995057198357,-1.1108226218158084,-1.0934712468754046,-1.105019606320806,-1.1018780377423398,-1.1246354505727643,-1.1139142150355554,-1.1110503154433697,-1.1185325966865618,-1.1122497657119175,-1.106783130596334,-1.1223068801255112,-1.1105179322399577,-1.1063872609270227,-1.1119843582030104,-1.104636550488753,-1.1122531810459477,-1.1038868795588292,-1.1096491582540338,-1.1116232070904426,-1.1035931335115496,1.8136386948720273,-1.101679950262525,-1.1222579263214725,-1.1218331345555776,0.04556453176212758,-1.1174926037095767,-1.1182450049080823,-1.1167479618724347,-1.1123698436305838,-1.100661163527561,-1.115588917300184,-1.1058275817981713,-1.1111440252284333,0.056297157443045316,-1.1054539145274758,-1.1166791998739698,-1.112734320911618,-1.105106247621697,-1.1111926628267896,-1.120184647789346,-1.0233854671959042,-1.1321349557487435,-1.1114687644917847,-1.0926202174883624,-1.1103539553713886,-1.0965220832365459,-1.105577938413618,-1.121593996022827,-1.1112673542884688,-1.1044114751246177,-1.1117269561360554,-1.0961289114638895,-1.1224050917733788,-1.1182542070840638,-1.1191832491186802,-1.1119164353890048,-1.09420084011427,-1.1158058842887761,-1.1097328458852667,-1.1116680174428992,-1.1118266277499977,-1.1116675838685386,-1.1095960183384612,-1.1193640745872173,-1.067359738740279,-1.105302435065058,-1.1123921523721072,-1.1049958350630555,-1.1089428565597192,-1.1086929615009988,-1.118302318630074,-1.1116909942797,-1.1110059334309836,-1.112496608103882,-1.1142145203964007,-1.1177273965380543,-1.1015144207925356,-1.119044208109419,1.5584678364659876,-1.094247523931794,-1.1114455169427557,-1.120038937888278,-1.1114647629224148,-1.1117827473026836,-1.1187389749837549,-1.1111225322243792,-1.1073082803107055,-1.1124940839669495,-1.1037610949623045,-1.119545640278048,-1.1171009840026613,-1.1173673649528602
